Cancer type;Period;Sex;Age range;Number
Endocrine glands;2015;Female;45-59;142
Endocrine glands;2015;Female;0-14;3
Endocrine glands;2015;Female;All ages;526
Endocrine glands;2015;Female;15-29;53
Endocrine glands;2015;Female;75+;71
Endocrine glands;2016;Female;30-44;111
Eye;2007;Female;30-44;8
Eye;2007;Female;All ages;98
Eye;2008;Female;15-29;1
Eye;2008;Female;All ages;109
Eye;2008;Female;30-44;12
Eye;2008;Female;75+;21
Eye;2008;Female;45-59;34
Eye;2008;Female;60-74;37
Eye;2008;Female;0-14;4
Eye;2009;Female;15-29;1
Eye;2009;Female;All ages;112
Eye;2009;Female;45-59;27
Eye;2009;Female;75+;33
Eye;2009;Female;0-14;4
Eye;2009;Female;60-74;40
Eye;2009;Female;30-44;7
Eye;2010;Female;15-29;1
Eye;2010;Female;All ages;119
Eye;2010;Female;0-14;13
Eye;2010;Female;75+;26
Eye;2010;Female;45-59;29
Eye;2010;Female;60-74;45
Eye;2010;Female;30-44;5
Eye;2011;Female;30-44;10
Eye;2011;Female;All ages;107
Eye;2011;Female;45-59;22
Eye;2011;Female;75+;25
Eye;2011;Female;60-74;39
Eye;2011;Female;15-29;4
Eye;2011;Female;0-14;7
Eye;2012;Female;15-29;1
Eye;2012;Female;All ages;118
Eye;2012;Female;30-44;12
Eye;2012;Female;45-59;21
Eye;2012;Female;75+;27
Eye;2012;Female;0-14;4
Eye;2012;Female;60-74;53
Brain and other parts of central nervous system;2004;Male;75+;83
Brain and other parts of central nervous system;2005;Male;30-44;109
Brain and other parts of central nervous system;2005;Male;45-59;201
Brain and other parts of central nervous system;2005;Male;60-74;222
Brain and other parts of central nervous system;2005;Male;15-29;28
Brain and other parts of central nervous system;2005;Male;0-14;31
Brain and other parts of central nervous system;2005;Male;All ages;670
Brain and other parts of central nervous system;2005;Male;75+;79
Brain and other parts of central nervous system;2006;Male;30-44;110
Brain and other parts of central nervous system;2006;Male;45-59;177
Brain and other parts of central nervous system;2006;Male;60-74;257
Brain and other parts of central nervous system;2006;Male;0-14;45
Brain and other parts of central nervous system;2006;Male;15-29;47
Brain and other parts of central nervous system;2006;Male;All ages;722
Brain and other parts of central nervous system;2006;Male;75+;86
Brain and other parts of central nervous system;2007;Male;45-59;178
Brain and other parts of central nervous system;2007;Male;60-74;250
Brain and other parts of central nervous system;2007;Male;0-14;33
Brain and other parts of central nervous system;2007;Male;15-29;38
Brain and other parts of central nervous system;2007;Male;All ages;686
Brain and other parts of central nervous system;2007;Male;30-44;92
Brain and other parts of central nervous system;2007;Male;75+;95
Brain and other parts of central nervous system;2008;Male;45-59;200
Brain and other parts of central nervous system;2008;Male;60-74;252
Brain and other parts of central nervous system;2008;Male;0-14;35
Brain and other parts of central nervous system;2008;Male;15-29;40
Brain and other parts of central nervous system;2008;Male;All ages;721
Brain and other parts of central nervous system;2008;Male;75+;96
Brain and other parts of central nervous system;2008;Male;30-44;98
Brain and other parts of central nervous system;2009;Male;45-59;224
Brain and other parts of central nervous system;2009;Male;60-74;268
Brain and other parts of central nervous system;2009;Male;15-29;33
