 F;Un_0006 1/1;Un_0014 1/1;Un_0022 1/1;Un_0030 1/1;Un_0038 1/1;Un_0046 1/1;Un_0054 1/1;Un_0062 1/1;Un_0070 1/1;Un_0078 1/1;Un_0086 1/1;Un_0094 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 G;Un_0007 1/1;Un_0015 1/1;Un_0023 1/1;Un_0031 1/1;Un_0039 1/1;Un_0047 1/1;Un_0055 1/1;Un_0063 1/1;Un_0071 1/1;Un_0079 1/1;Un_0087 1/1;Un_0095 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 H;Un_0008 1/1;Un_0016 1/1;Un_0024 1/1;Un_0032 1/1;Un_0040 1/1;Un_0048 1/1;Un_0056 1/1;Un_0064 1/1;Un_0072 1/1;Un_0080 1/1;Un_0088 1/1;Un_0096 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Value;1;2;3;4;5;6;7;8;9;10;11;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 A;0,290258;0,290894;0,320123;0,266755;0,0930986;0,104505;0,0983002;0,0964502;0,0787915;0,0769593;0,0870015;0,0853658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 B;0,239398;0,238066;0,24637;0,237407;0,104529;0,11324;0,107149;0,100055;0,124169;0,102304;0,082833;0,102191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 C;0,195351;0,191052;0,202187;0,176273;0,133927;0,102167;0,106102;0,11211;0,0767974;0,0802058;0,109941;0,089831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 D;0,166696;0,206247;0,154047;0,16636;0,112215;0,106536;0,0976806;0,101762;0,0772394;0,0780493;0,0810449;0,0833631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 E;0,122311;0,129293;0,132737;0,140093;0,104843;0,137402;0,0954528;0,111326;0,0860658;0,0784231;0,0898425;0,0865402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 F;0,123728;0,114198;0,11326;0,134695;0,100154;0,0919527;0,115486;0,0880848;0,0857828;0,0997945;0,108018;0,0887937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 G;0,114167;0,112536;0,100908;0,110325;0,0921924;0,0961454;0,0852821;0,0929008;0,0890962;0,0847794;0,0857978;0,0848796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 H;0,0817997;0,0771065;0,0928016;0,0852983;0,0874903;0,104487;0,0923987;0,111328;0,0874669;0,0955784;0,0872819;0,0862549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plate 1: 1, reading 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sample;1;2;3;4;5;6;7;8;9;10;11;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 A;Un_0001 1/1;Un_0009 1/1;Un_0017 1/1;Un_0025 1/1;Un_0033 1/1;Un_0041 1/1;Un_0049 1/1;Un_0057 1/1;Un_0065 1/1;Un_0073 1/1;Un_0081 1/1;Un_0089 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 B;Un_0002 1/1;Un_0010 1/1;Un_0018 1/1;Un_0026 1/1;Un_0034 1/1;Un_0042 1/1;Un_0050 1/1;Un_0058 1/1;Un_0066 1/1;Un_0074 1/1;Un_0082 1/1;Un_0090 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 C;Un_0003 1/1;Un_0011 1/1;Un_0019 1/1;Un_0027 1/1;Un_0035 1/1;Un_0043 1/1;Un_0051 1/1;Un_0059 1/1;Un_0067 1/1;Un_0075 1/1;Un_0083 1/1;Un_0091 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 D;Un_0004 1/1;Un_0012 1/1;Un_0020 1/1;Un_0028 1/1;Un_0036 1/1;Un_0044 1/1;Un_0052 1/1;Un_0060 1/1;Un_0068 1/1;Un_0076 1/1;Un_0084 1/1;Un_0092 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 E;Un_0005 1/1;Un_0013 1/1;Un_0021 1/1;Un_0029 1/1;Un_0037 1/1;Un_0045 1/1;Un_0053 1/1;Un_0061 1/1;Un_0069 1/1;Un_0077 1/1;Un_0085 1/1;Un_0093 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 F;Un_0006 1/1;Un_0014 1/1;Un_0022 1/1;Un_0030 1/1;Un_0038 1/1;Un_0046 1/1;Un_0054 1/1;Un_0062 1/1;Un_0070 1/1;Un_0078 1/1;Un_0086 1/1;Un_0094 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 G;Un_0007 1/1;Un_0015 1/1;Un_0023 1/1;Un_0031 1/1;Un_0039 1/1;Un_0047 1/1;Un_0055 1/1;Un_0063 1/1;Un_0071 1/1;Un_0079 1/1;Un_0087 1/1;Un_0095 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 H;Un_0008 1/1;Un_0016 1/1;Un_0024 1/1;Un_0032 1/1;Un_0040 1/1;Un_0048 1/1;Un_0056 1/1;Un_0064 1/1;Un_0072 1/1;Un_0080 1/1;Un_0088 1/1;Un_0096 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Value;1;2;3;4;5;6;7;8;9;10;11;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 A;0,282227;0,285036;0,263049;0,237645;0,0908473;0,101636;0,0958965;0,0940578;0,0773697;0,0756679;0,0854743;0,0836817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 B;0,230375;0,227118;0,23496;0,213678;0,103156;0,111344;0,106243;0,0983302;0,124422;0,101189;0,0809632;0,101457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 C;0,186208;0,179784;0,189558;0,16545;0,133542;0,101212;0,104113;0,111535;0,0757674;0,0787056;0,111303;0,0888622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 D;0,161092;0,203445;0,148543;0,158553;0,11103;0,104492;0,0961535;0,100729;0,0753167;0,0754519;0,0797295;0,0821934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 E;0,120459;0,127116;0,13054;0,137818;0,103065;0,138646;0,0941345;0,10899;0,0836252;0,0765619;0,0879924;0,0852861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 F;0,123159;0,113168;0,111822;0,133647;0,0979548;0,0911251;0,115487;0,0871922;0,084069;0,100299;0,108421;0,0886309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 G;0,112944;0,111135;0,0990963;0,109099;0,0905513;0,0952971;0,0839013;0,0913507;0,0873084;0,084669;0,0840703;0,0824878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 H;0,0799894;0,0753074;0,0908982;0,084794;0,0853812;0,102382;0,0899788;0,111275;0,0851619;0,0927306;0,085082;0,0842082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plate 1: 1, reading 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sample;1;2;3;4;5;6;7;8;9;10;11;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 A;Un_0001 1/1;Un_0009 1/1;Un_0017 1/1;Un_0025 1/1;Un_0033 1/1;Un_0041 1/1;Un_0049 1/1;Un_0057 1/1;Un_0065 1/1;Un_0073 1/1;Un_0081 1/1;Un_0089 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 B;Un_0002 1/1;Un_0010 1/1;Un_0018 1/1;Un_0026 1/1;Un_0034 1/1;Un_0042 1/1;Un_0050 1/1;Un_0058 1/1;Un_0066 1/1;Un_0074 1/1;Un_0082 1/1;Un_0090 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 C;Un_0003 1/1;Un_0011 1/1;Un_0019 1/1;Un_0027 1/1;Un_0035 1/1;Un_0043 1/1;Un_0051 1/1;Un_0059 1/1;Un_0067 1/1;Un_0075 1/1;Un_0083 1/1;Un_0091 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 D;Un_0004 1/1;Un_0012 1/1;Un_0020 1/1;Un_0028 1/1;Un_0036 1/1;Un_0044 1/1;Un_0052 1/1;Un_0060 1/1;Un_0068 1/1;Un_0076 1/1;Un_0084 1/1;Un_0092 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 E;Un_0005 1/1;Un_0013 1/1;Un_0021 1/1;Un_0029 1/1;Un_0037 1/1;Un_0045 1/1;Un_0053 1/1;Un_0061 1/1;Un_0069 1/1;Un_0077 1/1;Un_0085 1/1;Un_0093 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 F;Un_0006 1/1;Un_0014 1/1;Un_0022 1/1;Un_0030 1/1;Un_0038 1/1;Un_0046 1/1;Un_0054 1/1;Un_0062 1/1;Un_0070 1/1;Un_0078 1/1;Un_0086 1/1;Un_0094 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 G;Un_0007 1/1;Un_0015 1/1;Un_0023 1/1;Un_0031 1/1;Un_0039 1/1;Un_0047 1/1;Un_0055 1/1;Un_0063 1/1;Un_0071 1/1;Un_0079 1/1;Un_0087 1/1;Un_0095 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 H;Un_0008 1/1;Un_0016 1/1;Un_0024 1/1;Un_0032 1/1;Un_0040 1/1;Un_0048 1/1;Un_0056 1/1;Un_0064 1/1;Un_0072 1/1;Un_0080 1/1;Un_0088 1/1;Un_0096 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Value;1;2;3;4;5;6;7;8;9;10;11;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 A;0,293726;0,283479;0,249794;0,222414;0,0905196;0,100106;0,0955016;0,0946666;0,07642;0,0751148;0,0840988;0,0835711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 B;0,226299;0,223997;0,229029;0,211979;0,102581;0,110317;0,10613;0,0971583;0,124166;0,100409;0,079603;0,101268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 C;0,184311;0,177137;0,185368;0,16381;0,133008;0,101395;0,102788;0,111231;0,0750606;0,0769319;0,11122;0,0883212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 D;0,158052;0,202043;0,145191;0,155902;0,110638;0,103644;0,094746;0,0999258;0,0744102;0,0746681;0,0780836;0,0812261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 E;0,118541;0,125033;0,129683;0,135192;0,101287;0,139836;0,0927798;0,106704;0,0819858;0,075524;0,0870004;0,0844413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 F;0,124017;0,112129;0,110918;0,13279;0,0969267;0,0898919;0,115476;0,0859498;0,0828652;0,0994627;0,108588;0,0885168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 G;0,1112;0,110024;0,098528;0,108629;0,0891478;0,0946787;0,0827656;0,0900917;0,086081;0,0865593;0,0819248;0,0819358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 H;0,079346;0,0757154;0,0901856;0,0845972;0,0841583;0,100818;0,0881602;0,111783;0,0841108;0,0909855;0,0841437;0,0827937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plate 1: 1, reading 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sample;1;2;3;4;5;6;7;8;9;10;11;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 A;Un_0001 1/1;Un_0009 1/1;Un_0017 1/1;Un_0025 1/1;Un_0033 1/1;Un_0041 1/1;Un_0049 1/1;Un_0057 1/1;Un_0065 1/1;Un_0073 1/1;Un_0081 1/1;Un_0089 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 B;Un_0002 1/1;Un_0010 1/1;Un_0018 1/1;Un_0026 1/1;Un_0034 1/1;Un_0042 1/1;Un_0050 1/1;Un_0058 1/1;Un_0066 1/1;Un_0074 1/1;Un_0082 1/1;Un_0090 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 C;Un_0003 1/1;Un_0011 1/1;Un_0019 1/1;Un_0027 1/1;Un_0035 1/1;Un_0043 1/1;Un_0051 1/1;Un_0059 1/1;Un_0067 1/1;Un_0075 1/1;Un_0083 1/1;Un_0091 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 D;Un_0004 1/1;Un_0012 1/1;Un_0020 1/1;Un_0028 1/1;Un_0036 1/1;Un_0044 1/1;Un_0052 1/1;Un_0060 1/1;Un_0068 1/1;Un_0076 1/1;Un_0084 1/1;Un_0092 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 E;Un_0005 1/1;Un_0013 1/1;Un_0021 1/1;Un_0029 1/1;Un_0037 1/1;Un_0045 1/1;Un_0053 1/1;Un_0061 1/1;Un_0069 1/1;Un_0077 1/1;Un_0085 1/1;Un_0093 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 F;Un_0006 1/1;Un_0014 1/1;Un_0022 1/1;Un_0030 1/1;Un_0038 1/1;Un_0046 1/1;Un_0054 1/1;Un_0062 1/1;Un_0070 1/1;Un_0078 1/1;Un_0086 1/1;Un_0094 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 G;Un_0007 1/1;Un_0015 1/1;Un_0023 1/1;Un_0031 1/1;Un_0039 1/1;Un_0047 1/1;Un_0055 1/1;Un_0063 1/1;Un_0071 1/1;Un_0079 1/1;Un_0087 1/1;Un_0095 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 H;Un_0008 1/1;Un_0016 1/1;Un_0024 1/1;Un_0032 1/1;Un_0040 1/1;Un_0048 1/1;Un_0056 1/1;Un_0064 1/1;Un_0072 1/1;Un_0080 1/1;Un_0088 1/1;Un_0096 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Value;1;2;3;4;5;6;7;8;9;10;11;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 A;0,28833;0,29546;0,241828;0,210499;0,0905269;0,100735;0,0954032;0,0957466;0,0760275;0,0741667;0,0834209;0,0833353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 B;0,232251;0,222744;0,225395;0,207052;0,101883;0,10992;0,10592;0,0968338;0,124589;0,100675;0,0790392;0,101529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 C;0,184787;0,177918;0,184848;0,162739;0,133013;0,101179;0,102578;0,111347;0,0745653;0,0763795;0,112574;0,0882399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 D;0,159487;0,202266;0,144364;0,155521;0,109534;0,102856;0,0944042;0,0997135;0,073623;0,0741772;0,0777221;0,0809188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 E;0,117803;0,123931;0,128028;0,133718;0,100436;0,140568;0,0924153;0,105465;0,0803252;0,0751061;0,0864617;0,0842279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 F;0,122074;0,110419;0,110277;0,131293;0,0962379;0,0896226;0,115314;0,0851129;0,082309;0,0995421;0,108544;0,0884385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 G;0,111247;0,110987;0,0977393;0,108801;0,0884796;0,094223;0,0820529;0,0897043;0,0854552;0,0799345;0,0816199;0,0812195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 H;0,078749;0,0753635;0,0893478;0,0839447;0,0837389;0,0997379;0,0865997;0,112283;0,0830597;0,089198;0,0831235;0,0821681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plate 1: 1, reading 6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sample;1;2;3;4;5;6;7;8;9;10;11;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 A;Un_0001 1/1;Un_0009 1/1;Un_0017 1/1;Un_0025 1/1;Un_0033 1/1;Un_0041 1/1;Un_0049 1/1;Un_0057 1/1;Un_0065 1/1;Un_0073 1/1;Un_0081 1/1;Un_0089 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 B;Un_0002 1/1;Un_0010 1/1;Un_0018 1/1;Un_0026 1/1;Un_0034 1/1;Un_0042 1/1;Un_0050 1/1;Un_0058 1/1;Un_0066 1/1;Un_0074 1/1;Un_0082 1/1;Un_0090 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 C;Un_0003 1/1;Un_0011 1/1;Un_0019 1/1;Un_0027 1/1;Un_0035 1/1;Un_0043 1/1;Un_0051 1/1;Un_0059 1/1;Un_0067 1/1;Un_0075 1/1;Un_0083 1/1;Un_0091 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 D;Un_0004 1/1;Un_0012 1/1;Un_0020 1/1;Un_0028 1/1;Un_0036 1/1;Un_0044 1/1;Un_0052 1/1;Un_0060 1/1;Un_0068 1/1;Un_0076 1/1;Un_0084 1/1;Un_0092 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 E;Un_0005 1/1;Un_0013 1/1;Un_0021 1/1;Un_0029 1/1;Un_0037 1/1;Un_0045 1/1;Un_0053 1/1;Un_0061 1/1;Un_0069 1/1;Un_0077 1/1;Un_0085 1/1;Un_0093 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 F;Un_0006 1/1;Un_0014 1/1;Un_0022 1/1;Un_0030 1/1;Un_0038 1/1;Un_0046 1/1;Un_0054 1/1;Un_0062 1/1;Un_0070 1/1;Un_0078 1/1;Un_0086 1/1;Un_0094 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 G;Un_0007 1/1;Un_0015 1/1;Un_0023 1/1;Un_0031 1/1;Un_0039 1/1;Un_0047 1/1;Un_0055 1/1;Un_0063 1/1;Un_0071 1/1;Un_0079 1/1;Un_0087 1/1;Un_0095 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 H;Un_0008 1/1;Un_0016 1/1;Un_0024 1/1;Un_0032 1/1;Un_0040 1/1;Un_0048 1/1;Un_0056 1/1;Un_0064 1/1;Un_0072 1/1;Un_0080 1/1;Un_0088 1/1;Un_0096 1/1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Value;1;2;3;4;5;6;7;8;9;10;11;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 A;0,28637;0,302902;0,237072;0,202053;0,0907646;0,101837;0,0949853;0,0944434;0,0752374;0,0735802;0,0825903;0,0835147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 B;0,231598;0,22322;0,224623;0,204727;0,101828;0,109725;0,1059;0,0966091;0,124732;0,100457;0,0780557;0,101462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 C;0,184387;0,177969;0,185083;0,16417;0,133405;0,101244;0,102013;0,111539;0,0747568;0,0758052;0,112967;0,0876961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 D;0,16009;0,201735;0,144563;0,153756;0,109409;0,102685;0,0940347;0,0996862;0,0731588;0,0735134;0,0776512;0,0807472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 E;0,117999;0,123353;0,127502;0,132407;0,0996158;0,14123;0,0918375;0,104751;0,0791208;0,0745119;0,086077;0,08336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 F;0,121497;0,109556;0,11007;0,131734;0,0956473;0,0896054;0,114934;0,0850779;0,0819672;0,0997651;0,108891;0,0885158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 G;0,111128;0,109928;0,0974627;0,108435;0,0875646;0,0937207;0,0815375;0,0892983;0,0844705;0,0788337;0,081105;0,0807835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
