temperature,sterol type,sterol conc,other phosph,tails,satur index,PC conc,ethanol conc,APL,thickness,bending,tilt,zorder,compress
298,chole,20,PE,PO,0.5,50,25,0.7088500000000001,3.7655131209064585,12.4801,17.4568,0.257361,28.800607780999545
298,chole,20,PE,PO,0.5,33,25,0.7000350000000001,3.8091184140154013,12.7932,18.6746,0.265181,29.188563916369255
298,chole,20,PE,PI,1.0,33,0,0.708402,3.780013795817087,11.3362,17.2465,0.198689,36.86390409410943
298,chole,20,PE,PI,1.0,50,0,0.7142149999999999,3.7695420636349546,11.2006,16.8693,0.19657,37.72814129982998
298,chole,20,PE,PI,1.0,25,0,0.705221,3.7912125786384863,11.1971,17.66,0.200655,38.80536781195605
298,chole,20,PE,PI,1.0,100,0,0.728474,3.7350270317352994,10.8504,15.8902,0.18939,37.54096549348293
298,chole,20,PE,PI,1.0,0,0,0.6972790000000001,3.8145133636935675,11.7095,18.4531,0.206306,38.12795234744659
298,chole,20,PE,PI,1.0,75,0,0.7224290000000001,3.7454285527696847,11.0292,16.2718,0.191202,35.1907866321423
298,chole,20,PE,PI,1.0,67,0,0.719415,3.7509567030872475,10.9937,16.3678,0.193881,37.81717274720804
328,chole,20,PE,PO,0.5,75,20,0.763649,3.5865616406693164,10.0078,13.0577,0.202357,15.740370289886997
328,chole,20,PE,PO,0.5,100,20,0.775548,3.537243320323963,9.92496,12.6658,0.195263,15.040184939849004
328,chole,20,PE,PO,0.5,67,20,0.759126,3.6048527884635746,10.1353,13.394,0.204467,16.39617490424743
328,chole,20,PE,PO,0.5,0,20,0.7208580000000001,3.760541343450644,11.051,15.7535,0.228347,18.891417993146636
328,chole,20,PE,PO,0.5,25,20,0.7357049999999999,3.696340618532904,10.7159,14.6025,0.218581,17.555660619393763
328,chole,20,PE,PO,0.5,50,20,0.750916,3.6410324236365064,10.2407,13.7626,0.209036,16.278515488174744
328,chole,20,PE,PO,0.5,33,20,0.740741,3.681220104209128,10.4508,14.475,0.215347,17.295544480989378
298,chole,20,PE,PI,1.0,33,30,0.74687,3.577556073380485,9.75235,13.902,0.167691,20.260118784355246
298,chole,20,PE,PI,1.0,50,30,0.757669,3.534942454038678,9.66994,13.3498,0.162531,19.46188999850019
298,chole,20,PE,PI,1.0,25,30,0.7401479999999999,3.603704943875975,9.81166,14.29,0.168556,19.16310279782132
298,chole,20,PE,PI,1.0,100,30,0.7873350000000001,3.417811695752583,9.42483,12.0915,0.153797,19.116165925170097
298,chole,20,PE,PI,1.0,0,30,0.7243470000000001,3.6732130273805126,10.1475,14.8534,0.17456,19.833168226258152
298,chole,20,PE,PI,1.0,75,30,0.774238,3.4665561768406548,9.65464,12.7695,0.158423,19.15490217918375
298,chole,20,PE,PI,1.0,67,30,0.7678090000000001,3.4910303911762135,9.61602,12.9916,0.161454,18.868850807149993
328,chole,20,PE,DP,0.0,67,30,0.703747,3.8579121683614055,14.8392,19.7123,0.29756,17.333387585897594
328,chole,20,PE,DP,0.0,75,30,0.708483,3.8324601911477743,14.48,19.0018,0.292216,17.029441145170207
328,chole,20,PE,DP,0.0,100,30,0.7273860000000001,3.7542772146657626,13.4514,16.9456,0.270936,15.588890723326838
328,chole,20,PE,DP,0.0,50,30,0.691485,3.9195753861655405,15.4557,21.1983,0.313769,19.792352154295873
328,chole,20,PE,DP,0.0,33,30,0.680042,3.972185580896763,16.5107,22.823,0.330133,21.543573022393034
328,chole,20,PE,DP,0.0,0,30,0.657781,4.08289189001248,18.7307,27.4228,0.371319,26.44921251243679
328,chole,20,PE,DP,0.0,25,30,0.674191,3.998906568133542,16.9775,23.9551,0.339604,22.966097773142863
298,chole,20,PE,PI,1.0,33,25,0.742612,3.601867864173933,9.89016,14.2368,0.169759,21.889432189737335
298,chole,20,PE,PI,1.0,50,25,0.7527889999999999,3.561240940239273,9.7448,13.6315,0.167082,21.644305024006094
298,chole,20,PE,PI,1.0,25,25,0.7367520000000001,3.6204981338669384,10.2403,14.6241,0.173284,21.24431610479236
298,chole,20,PE,PI,1.0,100,25,0.7806529999999999,3.4506405323327662,9.723,12.7519,0.158564,20.414220370040567
298,chole,20,PE,PI,1.0,0,25,0.7219670000000001,3.688479003423158,10.2729,15.2817,0.177246,21.91408255486175
298,chole,20,PE,PI,1.0,75,25,0.766503,3.5026372771332888,9.74307,13.3218,0.164835,21.414876035755125
298,chole,20,PE,PI,1.0,67,25,0.7619750000000001,3.523330191016001,9.84673,13.466,0.164968,21.607465297251206
328,chole,20,PE,DP,0.0,67,5,0.660432,4.1307744903610555,19.7223,27.2879,0.376914,31.5518825904767
328,chole,20,PE,DP,0.0,75,5,0.6643800000000001,4.118332170864953,19.1361,26.6246,0.368372,29.820100413905397
328,chole,20,PE,DP,0.0,100,5,0.6730759999999999,4.081958297566057,18.4418,24.689,0.351356,27.63314647192592
328,chole,20,PE,DP,0.0,50,5,0.654294,4.153938395917258,20.5211,28.9596,0.387714,34.96951949076471
328,chole,20,PE,DP,0.0,33,5,0.6478090000000001,4.181966354883542,21.3043,30.2427,0.403375,35.70712250251459
328,chole,20,PE,DP,0.0,0,5,0.634812,4.244124913203059,23.2916,34.9154,0.434141,43.34253289633691
328,chole,20,PE,DP,0.0,25,5,0.644541,4.200829981750186,21.7996,31.6801,0.411559,38.11089994651639
328,chole,20,PE,DP,0.0,67,0,0.652131,4.191103007928287,21.2205,29.296,0.393697,35.0178341328112
328,chole,20,PE,DP,0.0,75,0,0.654638,4.183505061176625,20.5902,29.3871,0.3887,36.06251761796433
328,chole,20,PE,DP,0.0,100,0,0.661819,4.167397492988016,19.7511,26.714,0.373942,33.682978318136136
328,chole,20,PE,DP,0.0,50,0,0.6470260000000001,4.202590549787441,21.7048,30.6111,0.406068,37.164797788293676
328,chole,20,PE,DP,0.0,33,0,0.641454,4.221413025356643,22.4984,32.5933,0.418622,41.22005212845163
328,chole,20,PE,DP,0.0,0,0,0.629565,4.2607816941233985,24.7533,37.0125,0.450149,45.86845359850409
328,chole,20,PE,DP,0.0,25,0,0.638745,4.2409367265002444,22.9568,33.7014,0.426279,43.01526675044151
298,chole,20,PE,PI,1.0,33,15,0.7299110000000001,3.66442816913262,10.3394,15.4305,0.18206,26.903610539568135
298,chole,20,PE,PI,1.0,50,15,0.739173,3.6294957413199924,10.223,14.6408,0.178408,26.303024800001936
298,chole,20,PE,PI,1.0,25,15,0.7264889999999999,3.682887800437154,10.3973,15.5721,0.183189,26.5881497564335
298,chole,20,PE,PI,1.0,100,15,0.760333,3.549699228831763,10.3922,13.9283,0.17064,24.84692173853922
298,chole,20,PE,PI,1.0,0,15,0.712969,3.7408309446975707,10.7069,16.3843,0.188587,26.040591265370207
298,chole,20,PE,PI,1.0,75,15,0.7506510000000001,3.585068770191249,10.2745,14.3784,0.174632,26.057821548445776
298,chole,20,PE,PI,1.0,67,15,0.7457280000000001,3.5976472018473835,10.2366,14.3394,0.174494,25.08288890754822
298,chole,20,PE,PO,0.5,75,15,0.7060890000000001,3.805548896116324,13.1901,17.8916,0.264724,32.3760730705294
298,chole,20,PE,PO,0.5,100,15,0.716595,3.76102501122309,12.6634,17.1495,0.254334,31.67382263078128
298,chole,20,PE,PO,0.5,67,15,0.703451,3.8105708550092245,12.9592,18.2804,0.267614,32.79348366837508
298,chole,20,PE,PO,0.5,0,15,0.673459,3.957635071072943,14.5252,22.0636,0.304175,37.67846399655987
298,chole,20,PE,PO,0.5,25,15,0.684045,3.899888507364679,14.0664,20.7356,0.28978,37.169132564575904
298,chole,20,PE,PO,0.5,50,15,0.6956310000000001,3.84860191711471,13.4225,19.2441,0.276524,35.79959927759871
298,chole,20,PE,PO,0.5,33,15,0.6888200000000001,3.8748719345038474,13.7166,19.9583,0.283987,36.08004404691489
298,chole,20,PE,DI,2.0,75,15,0.813019,3.3228504119960682,7.93612,10.678,0.0605798,18.232264632927638
298,chole,20,PE,DI,2.0,100,15,0.824145,3.274354560736498,7.90522,10.3768,0.0564507,18.04232969779318
298,chole,20,PE,DI,2.0,0,15,0.765226,3.494404788899672,8.15662,12.433,0.0749957,16.70881330489143
298,chole,20,PE,DI,2.0,50,15,0.7964319999999999,3.373048546012935,7.78569,11.3792,0.0640702,17.210805874523945
298,chole,20,PE,DI,2.0,67,15,0.806989,3.3392012654981826,7.90128,10.8998,0.0611914,18.091495311401292
298,chole,20,PE,DI,2.0,25,15,0.781818,3.429100686807569,8.01723,11.6717,0.0703999,17.333337021971882
298,chole,20,PE,DI,2.0,33,15,0.787753,3.4025632392322116,7.88217,11.441,0.0676913,17.681669591328877
298,chole,20,PE,PI,1.0,33,5,0.7160420000000001,3.739410247610831,11.0092,16.5243,0.193527,34.507973874981154
298,chole,20,PE,PI,1.0,50,5,0.7229340000000001,3.718371990353539,10.9114,16.2093,0.191188,32.573163599234924
298,chole,20,PE,PI,1.0,25,5,0.712611,3.7535501510826066,11.1898,17.1182,0.196011,33.69011191115533
298,chole,20,PE,PI,1.0,100,5,0.740045,3.6648271257003096,10.7697,14.9654,0.181839,32.0326988363402
298,chole,20,PE,PI,1.0,0,5,0.702051,3.7909070757769996,11.2813,17.8283,0.200164,33.79471391453665
298,chole,20,PE,PI,1.0,75,5,0.731297,3.692100125178733,10.8394,15.7553,0.184512,32.69166401371307
298,chole,20,PE,PI,1.0,67,5,0.7284,3.697240219336372,10.7723,15.7865,0.187358,32.57984182614873
328,chole,20,PE,DP,0.0,67,25,0.6968550000000001,3.900527852643055,15.4887,20.6711,0.307449,18.872462640769836
328,chole,20,PE,DP,0.0,75,25,0.702114,3.8784174968934053,14.9888,19.7547,0.301375,18.430973726965718
328,chole,20,PE,DP,0.0,100,25,0.718747,3.808572851968375,14.0305,18.1635,0.281032,15.908523899249914
328,chole,20,PE,DP,0.0,50,25,0.686805,3.953924482781268,16.2784,22.0452,0.322441,20.6136808692714
328,chole,20,PE,DP,0.0,33,25,0.675004,4.0035457107870265,17.2014,24.0035,0.34125,23.573407485373384
328,chole,20,PE,DP,0.0,0,25,0.654846,4.112577371037901,19.4665,28.5522,0.379229,28.077557640571083
328,chole,20,PE,DP,0.0,25,25,0.6699769999999999,4.036018968457675,17.8894,25.0859,0.349768,23.65636535960781
328,chole,20,PE,DP,0.0,67,20,0.6900449999999999,3.9520959505282995,16.1048,21.7136,0.319712,21.076608989007443
328,chole,20,PE,DP,0.0,75,20,0.6937099999999999,3.928413694807464,15.7489,21.4849,0.314544,20.77069373841606
328,chole,20,PE,DP,0.0,100,20,0.7074630000000001,3.8710860442237447,14.9,19.2504,0.295729,18.247222909364314
328,chole,20,PE,DP,0.0,50,20,0.680298,3.9993689663725718,16.8526,22.9819,0.33538,23.382021362592425
328,chole,20,PE,DP,0.0,33,20,0.669875,4.050722073443151,17.6854,24.7512,0.353138,24.280543203312053
328,chole,20,PE,DP,0.0,0,20,0.650822,4.135294313590787,20.2706,29.4839,0.389392,30.759688898822137
328,chole,20,PE,DP,0.0,25,20,0.664168,4.070015901208102,18.7057,26.4755,0.363707,26.42450665107304
298,chole,20,PE,PO,0.5,75,30,0.7282460000000001,3.6781849447684287,11.8711,15.9183,0.240461,25.39935968611222
298,chole,20,PE,PO,0.5,100,30,0.742413,3.6201965113203975,11.6242,15.0637,0.230406,23.15237021979126
298,chole,20,PE,PO,0.5,67,30,0.723479,3.696359737464654,11.9971,16.2794,0.241457,25.438846811813757
298,chole,20,PE,PO,0.5,0,30,0.6858540000000001,3.876241345131099,13.3766,19.9803,0.278591,30.829760367894547
298,chole,20,PE,PO,0.5,25,30,0.698497,3.8141005819595897,12.8099,18.4123,0.265841,28.937619282879044
298,chole,20,PE,PO,0.5,50,30,0.714062,3.741359267125592,12.2089,16.8531,0.251437,26.536342765665665
298,chole,20,PE,PO,0.5,33,30,0.703908,3.78261488035087,12.6042,17.7669,0.258512,27.11641446685823
328,chole,20,PE,PO,0.5,75,10,0.743277,3.690813935126741,11.1349,14.502,0.219636,19.35458466015432
328,chole,20,PE,PO,0.5,100,10,0.75275,3.6594584120846747,10.5914,13.8428,0.212793,19.468079708792718
328,chole,20,PE,PO,0.5,67,10,0.740505,3.702624490998499,10.9263,14.8541,0.221663,20.242304342322676
328,chole,20,PE,PO,0.5,0,10,0.709654,3.8288310610406135,11.7812,17.2999,0.245291,22.725163496064376
328,chole,20,PE,PO,0.5,25,10,0.722462,3.7688495620426856,11.363,16.0849,0.233336,22.183893777600314
328,chole,20,PE,PO,0.5,50,10,0.7334180000000001,3.7299551309341616,11.0028,15.0541,0.226717,20.853226703862937
328,chole,20,PE,PO,0.5,33,10,0.7256279999999999,3.758519296611677,11.2908,15.8696,0.230724,22.169312652324553
328,chole,20,PE,DP,0.0,67,10,0.6704859999999999,4.06869087316835,18.4275,25.4231,0.355509,27.039108707384937
328,chole,20,PE,DP,0.0,75,10,0.674833,4.047084699320937,17.8434,24.7369,0.347121,26.637860770921993
328,chole,20,PE,DP,0.0,100,10,0.685213,4.003820190023248,17.0091,22.3727,0.330169,24.368162202185992
328,chole,20,PE,DP,0.0,50,10,0.663425,4.099841643901772,19.1676,26.6967,0.369731,28.73472859220113
328,chole,20,PE,DP,0.0,33,10,0.6550190000000001,4.131989609377694,20.1802,28.3879,0.386224,31.558989996647426
328,chole,20,PE,DP,0.0,0,10,0.6410049999999999,4.210745328645842,22.2826,33.4497,0.417398,37.507191165793515
328,chole,20,PE,DP,0.0,25,10,0.651008,4.154632680772007,20.7433,30.0619,0.393929,32.501329703495536
298,chole,20,PE,DP,0.0,67,15,0.616721,4.320006868914511,30.0423,41.9431,0.495016,47.47333261244838
298,chole,20,PE,DP,0.0,67,15,0.6173879999999999,4.323629074809023,29.6115,41.491,0.493258,48.58051912308205
298,chole,20,PE,DP,0.0,75,15,0.6184620000000001,4.3104965380942595,29.3318,42.3086,0.491012,23.74080277959645
298,chole,20,PE,DP,0.0,75,15,0.6215160000000001,4.302548997124649,28.4325,39.6789,0.48136,47.662293334477546
298,chole,20,PE,DP,0.0,100,15,0.6310669999999999,4.245157204969448,26.3972,35.8884,0.453916,42.45798128576556
298,chole,20,PE,DP,0.0,100,15,0.631329,4.2481767197298375,26.3366,35.7019,0.451162,41.37593483204682
298,chole,20,PE,DP,0.0,50,15,0.535788,4.8279088782270065,90.1583,138.434,0.839683,212.56662839888415
298,chole,20,PE,DP,0.0,50,15,0.6099519999999999,4.355160977900784,31.7971,45.0774,0.516343,52.32055661914454
298,chole,20,PE,DP,0.0,33,15,0.540108,4.788505505571486,78.8917,153.339,0.822866,82.92825213202023
298,chole,20,PE,DP,0.0,33,15,0.602587,4.4028550313817405,34.0753,49.821,0.542299,54.69086270703928
298,chole,20,PE,DP,0.0,0,15,0.529215,4.840226612831849,96.5442,174.455,0.861774,281.05858999624127
298,chole,20,PE,DP,0.0,0,15,0.530301,4.84909615432456,90.2808,174.65,0.858967,16.43679037736245
298,chole,20,PE,DP,0.0,25,15,0.533344,4.833428661252416,94.5169,132.93,0.847182,230.13985035621894
298,chole,20,PE,DP,0.0,25,15,0.598496,4.417354102386476,35.912,52.6618,0.558031,53.539491179367474
298,chole,20,PE,DO,1.0,100,30,0.77622,3.4615627301917087,10.0226,12.8017,0.172339,22.683928267088913
298,chole,20,PE,DO,1.0,50,30,0.748723,3.5731313585683147,10.2941,14.3004,0.186439,25.063753358901447
298,chole,20,PE,DO,1.0,33,30,0.7392820000000001,3.6126333789918874,10.3253,14.7526,0.192401,24.785871750115113
298,chole,20,PE,DO,1.0,67,30,0.7584310000000001,3.5343857850178395,10.0541,13.7198,0.181049,23.18138697001175
298,chole,20,PE,DO,1.0,25,30,0.732099,3.6356342220061144,10.4558,15.0471,0.196092,24.644856642035425
298,chole,20,PE,DO,1.0,0,30,0.718767,3.7008164699191965,10.5932,16.0234,0.203065,26.441613875543126
298,chole,20,PE,DO,1.0,75,30,0.762904,3.517418938229593,9.97525,13.5417,0.180506,23.665618236154856
298,chole,20,PE,PI,1.0,33,10,0.722606,3.710097541020769,10.6557,16.0918,0.188603,29.313394907873224
298,chole,20,PE,PI,1.0,50,10,0.730259,3.676312208489705,10.5858,15.3828,0.18401,30.419576198191773
298,chole,20,PE,PI,1.0,25,10,0.719593,3.7203381989616737,10.721,16.273,0.189086,30.287345612572175
298,chole,20,PE,PI,1.0,100,10,0.750471,3.6029127213108545,10.3832,14.4142,0.174613,27.09186012341407
298,chole,20,PE,PI,1.0,0,10,0.7080200000000001,3.764661190144764,10.9659,17.1154,0.195151,31.61906893059383
298,chole,20,PE,PI,1.0,75,10,0.740954,3.636526360473386,10.5997,15.1407,0.179743,27.688003601566525
298,chole,20,PE,PI,1.0,67,10,0.737484,3.6548531000154973,10.6672,15.0666,0.182213,28.838854169007103
298,chole,20,PE,PO,0.5,75,20,0.713977,3.7591474790055805,12.5419,17.3491,0.255777,29.56446356709685
298,chole,20,PE,PO,0.5,100,20,0.7256870000000001,3.7005731967067987,12.3462,16.3478,0.245477,28.30428901184809
298,chole,20,PE,PO,0.5,67,20,0.7106709999999999,3.772982871097522,12.7154,17.5662,0.259943,29.787870604437746
298,chole,20,PE,PO,0.5,0,20,0.6777500000000001,3.920975176791984,14.1621,21.5436,0.296112,34.89876910331202
298,chole,20,PE,PO,0.5,25,20,0.6897669999999999,3.862238254089789,13.4772,19.6944,0.280549,33.50622668756302
298,chole,20,PE,PO,0.5,50,20,0.702539,3.807325421996154,13.1833,18.2646,0.266811,30.834901784007435
298,chole,20,PE,PO,0.5,33,20,0.6942950000000001,3.8450349212956745,13.36,19.0372,0.274808,32.512596538994465
298,chole,20,PE,DP,0.0,67,5,0.5349710000000001,4.849600820866421,92.1208,142.98,0.844331,244.10228917190076
298,chole,20,PE,DP,0.0,67,5,0.60361,4.414366644891146,34.4916,49.7765,0.540129,57.400634563311236
298,chole,20,PE,DP,0.0,75,5,0.535266,4.84264268416689,92.1392,147.781,0.843577,243.30642047154535
298,chole,20,PE,DP,0.0,75,5,0.605652,4.405610478555268,33.5882,48.0672,0.531525,54.87323958567357
298,chole,20,PE,DP,0.0,100,5,0.539848,4.837769905615808,85.2984,127.298,0.828031,87.22860952644744
298,chole,20,PE,DP,0.0,100,5,0.613841,4.370970918608819,30.8753,43.6176,0.505323,55.98795108030749
298,chole,20,PE,DP,0.0,50,5,0.531555,4.857236333349093,97.8845,159.715,0.854396,288.4183942380625
298,chole,20,PE,DP,0.0,50,5,0.593014,4.477722143416003,38.3503,63.5977,0.582911,11.703055557770073
298,chole,20,PE,DP,0.0,33,5,0.5296540000000001,4.847704497063688,97.5994,170.596,0.859057,294.45647100367785
298,chole,20,PE,DP,0.0,33,5,0.535768,4.833788956556695,85.7269,151.769,0.837397,24.4865471373235
