ZIPCODE	GENDER_FEMALE	GENDER_MALE	GROUP_SIZE_CAT	AGE_CAT	AGE_T1	AGE_T2	BMI_T1	WEIGHT_T1	HIP_T1	HEIGHT_T1	WAIST_T1	BMI_T2	WEIGHT_T2	HIP_T2	HEIGHT_T2	WAIST_T2	EDUCATION_LOWER_T1	EDUCATION_LOWER_T2	WORK_T1	WORK_T2	LOW_QUALITY_OF_LIFE_T1	LOW_QUALITY_OF_LIFE_T2	DBP_T1	DBP_T2	HBF_T1	HBF_T2	MAP_T1	MAP_T2	SBP_T1	SBP_T2	HTN_MED_T1	CHO_T1	GLU_T1	CHO_T2	GLU_T2	RESPIRATORY_DISEASE_T1	PACKYEARS	SMOKING	METABOLIC_DISORDER_T1	METABOLIC_DISORDER_T2	LLDS	Quintile_LLDS	MWK_VAL	SCOR_VAL	MWK_NO_VAL	SCOR_NO_VAL	PREGNANCIES	OSTEOARTHRITIS_T1	SLEEP_QUALITY	DIAG_CFS_CDC	DIAG_FIBROMYALGIA_ACR	DIAG_IBS_ROME3	C_SUM_T1	A_SUM_T1	SC_SUM_T1	I_SUM_T1	E_SUM_T1	SD_SUM_T1	V_SUM_T1	D_SUM_T1	LTE_SUM_T1	LDI_SUM_T1	LTE_SUM_T2	LDI_SUM_T2	NSES_YEAR	NSES	MENTAL_DISORDER_T1	MENTAL_DISORDER_T2
7701	55,26	44,74	1	9	47,30	54,89	26,05	79,56	99,51	174,69	90,75	26,66	81,00	100,25	174,26	92,58	42,67	44,12	61,33	67,65	4,00	11,76	74,05	78,06	70,88	69,47	93,99	100,42	125,97	137,42	11,84	5,32	5,13	5,32	5,23	9,33	6,78	16,22	4,00	4,00	23,84	2,93	516,65	2710,35	302,68	1640,49	2,32	13,16	0,00	3,23	6,45	9,68	30,04	18,69	18,87	21,73	22,45	30,16	17,91	28,51	1,12	2,07	0,71	1,77	2009,84	-0,44	2,90	3,23
7741	57,74	42,26	8	8	43,07	46,61	26,25	79,55	100,12	173,63	91,97	26,33	80,05	99,70	174,06	91,12	37,77	35,63	73,14	78,35	10,85	13,11	75,45	75,35	70,86	69,02	94,76	95,51	127,89	130,26	14,59	5,12	5,01	5,08	5,10	10,32	7,58	27,04	2,89	3,90	23,45	2,89	508,40	2664,04	258,32	1413,65	2,00	7,78	37,29	3,45	8,81	5,15	29,44	19,02	19,88	22,50	22,82	28,90	18,48	27,83	1,24	2,45	0,78	1,92	2009,99	-1,35	2,18	1,79
7742	58,94	41,06	6	8	42,33	45,44	26,47	80,94	100,85	174,34	92,45	26,43	81,26	100,39	175,03	91,17	30,09	24,87	77,44	76,72	11,60	11,84	74,60	75,18	69,95	68,20	94,10	95,25	127,09	129,17	12,01	5,02	5,04	5,00	5,12	9,28	5,97	19,19	3,38	4,58	23,68	2,91	487,85	2579,85	278,97	1535,42	1,85	6,16	36,81	2,75	5,34	6,61	29,88	18,76	19,61	22,41	23,01	29,34	18,05	28,40	1,03	2,46	0,69	2,01	2009,99	-1,20	1,91	2,43
7751	55,13	44,87	5	8	44,51	48,02	26,01	80,46	100,17	175,52	91,08	25,97	80,14	99,32	175,44	90,22	20,83	21,88	78,38	79,08	8,40	13,07	75,03	74,60	69,64	67,73	94,59	95,19	128,02	129,77	10,41	5,15	4,99	5,18	5,00	9,73	5,77	19,81	2,63	3,38	24,27	3,02	326,96	1752,39	255,56	1395,38	2,20	6,24	26,51	2,37	4,82	4,45	29,86	18,68	19,23	22,21	22,88	29,40	17,84	28,42	1,01	2,20	0,55	1,73	2009,99	-0,23	1,20	1,28
7755	59,65	40,35	1	8	42,32	45,54	25,87	78,49	99,21	173,60	89,54	25,95	78,55	98,27	173,63	89,96	32,73	27,03	77,78	78,38	11,11	8,11	76,09	75,04	70,11	69,41	94,93	94,09	127,05	126,50	8,93	5,12	5,05	5,03	5,10	1,85	5,34	15,69	1,82	5,45	24,17	3,10	338,53	1745,84	250,61	1306,24	2,16	8,77	27,27	2,94	6,06	2,94	29,18	18,90	20,10	23,41	22,61	29,26	19,14	27,48	0,94	2,15	0,61	1,86	2009,93	0,76	0,26	2,32
7761	57,94	42,06	5	8	42,04	45,27	26,69	81,26	101,06	174,22	92,42	26,76	81,83	100,46	174,83	91,76	31,95	32,15	76,21	79,35	7,82	10,95	74,75	74,08	71,24	68,68	94,18	94,07	127,27	127,44	9,81	5,02	5,06	4,97	5,13	8,38	5,73	21,58	3,90	4,82	23,04	2,80	456,51	2384,70	219,11	1197,72	1,98	3,99	32,78	2,80	6,52	3,40	29,78	18,61	19,56	22,57	22,68	29,17	18,04	27,90	1,14	2,31	0,67	1,94	2009,98	-0,11	1,41	1,91
7764	52,50	47,50	1	8	41,60	47,08	28,14	85,94	102,44	174,69	94,50	28,16	85,75	102,23	174,48	95,81	38,96	38,89	72,37	70,37	14,47	14,81	76,91	76,78	72,34	72,48	97,03	97,27	131,30	132,73	15,38	5,20	5,23	5,08	5,42	6,58	6,75	22,67	10,00	10,00	21,52	2,43	488,54	2539,50	213,07	1162,14	1,58	3,75	27,50	4,26	8,70	0,00	28,77	19,93	20,56	23,28	23,50	29,04	18,93	27,27	1,04	2,51	0,75	1,83	2010,00	-0,37	2,63	2,80
7765	55,81	44,19	2	8	43,96	47,67	27,31	83,44	102,03	174,49	94,61	27,73	83,95	102,10	173,69	94,59	47,35	49,13	67,72	72,99	17,97	18,86	75,81	74,70	71,40	68,81	95,78	95,44	130,37	130,63	11,15	4,94	5,01	4,87	5,13	9,49	7,30	22,14	3,40	4,91	23,60	2,90	320,28	1702,39	241,76	1309,80	2,10	9,77	32,35	9,49	13,64	2,53	29,17	19,44	20,25	22,38	22,95	29,41	18,56	28,27	1,30	2,12	0,61	1,50	2009,97	-0,83	2,39	2,00
7766	55,66	44,34	2	8	42,73	45,13	26,60	81,95	100,43	175,34	93,60	26,76	82,80	100,74	175,76	92,55	30,29	31,30	82,00	81,40	9,41	8,40	76,11	75,16	70,35	68,19	95,58	95,52	129,07	130,27	12,98	4,92	4,99	4,81	5,07	4,95	4,76	12,20	2,38	3,81	23,02	2,77	307,84	1601,02	226,09	1192,26	2,00	7,58	31,63	1,63	6,56	4,88	29,47	19,07	20,40	22,14	23,33	29,25	18,20	28,22	0,97	1,91	0,73	1,79	2009,94	-0,66	1,71	1,38
7811	58,43	41,57	2	10	51,05	54,66	26,25	78,72	99,74	172,97	92,51	26,83	81,16	101,10	173,80	93,91	42,19	44,27	56,30	52,58	16,18	19,59	74,80	74,96	71,23	70,10	95,26	96,81	129,69	134,31	19,70	5,25	5,24	5,24	5,45	8,75	8,84	21,69	5,75	7,66	25,10	3,16	402,52	2114,23	277,11	1487,19	1,81	11,65	35,29	5,49	6,78	7,14	30,02	18,02	19,16	21,73	22,60	29,72	17,85	28,35	1,13	2,08	0,80	1,56	2009,33	-1,94	2,08	1,62
7812	59,09	40,91	11	8	42,45	46,85	25,93	78,81	98,78	173,77	90,51	26,03	79,43	99,98	174,36	91,17	29,72	26,73	70,40	67,20	13,18	14,99	73,90	74,01	72,78	70,64	93,19	94,20	125,83	128,16	10,71	5,03	5,05	4,99	5,16	8,67	6,68	23,72	3,50	5,48	24,01	2,98	565,23	2952,89	273,97	1496,57	1,68	8,90	41,13	3,31	8,01	6,44	29,71	18,81	19,49	22,53	22,16	29,14	18,26	28,21	1,17	2,77	0,79	2,15	2009,69	-0,90	2,57	2,94
7813	53,09	46,91	1	7	37,98	42,29	25,39	79,25	97,85	176,15	88,49	25,78	79,99	99,14	175,98	89,90	11,54	10,34	80,52	87,93	6,41	10,34	75,59	76,78	71,75	69,48	94,48	95,73	126,37	127,97	5,06	4,90	4,86	4,89	5,02	7,69	1,81	9,72	0,00	1,32	23,83	2,93	613,32	3123,53	261,76	1365,74	1,69	1,23	35,42	0,00	0,00	4,65	30,96	17,34	19,07	22,16	23,64	29,81	17,11	28,19	1,19	2,42	0,68	2,12	2009,70	 	0,73	1,37
7814	57,50	42,50	1	8	44,04	47,68	26,17	80,23	99,40	174,59	90,93	26,32	80,66	99,90	174,76	91,44	27,81	23,68	66,44	70,43	9,33	9,57	74,68	75,49	72,14	71,54	93,84	95,75	126,30	130,56	9,49	5,03	5,11	5,06	5,13	6,67	5,93	16,89	5,10	6,37	23,01	2,84	393,34	1960,10	283,87	1412,79	1,81	5,63	43,28	2,73	2,80	6,31	30,04	18,28	19,51	22,21	21,44	29,53	17,54	28,54	1,05	2,65	0,72	2,08	2008,73	-0,76	1,82	1,85
7815	60,74	39,26	4	8	43,09	48,00	26,57	79,98	100,09	173,00	91,85	26,79	81,01	100,91	173,61	92,95	40,30	38,91	62,53	62,90	14,04	13,18	74,49	75,18	73,41	72,12	94,26	95,87	127,55	131,00	11,42	5,06	5,16	5,02	5,34	8,17	7,05	27,51	5,24	7,56	23,79	2,91	535,86	2792,41	287,38	1550,00	1,61	8,42	39,01	5,07	6,62	5,08	29,66	19,33	19,87	22,60	22,46	28,71	18,58	28,33	1,31	2,76	0,76	1,95	2008,68	-2,00	3,27	2,92
7822	57,61	42,39	2	8	45,56	49,55	25,54	77,95	98,10	174,13	89,77	25,43	77,61	98,61	174,34	89,36	23,85	23,26	69,80	67,63	8,56	10,47	73,92	73,85	72,13	69,64	93,20	93,67	125,47	126,96	8,21	5,13	5,09	4,98	5,04	5,47	6,19	19,60	2,99	3,73	24,58	3,12	442,73	2446,43	295,68	1711,22	1,94	9,45	36,04	2,98	7,83	7,23	29,86	18,55	19,23	22,30	22,39	29,07	17,90	28,65	0,97	2,44	0,80	1,77	2008,91	-1,19	1,61	1,93
7823	58,47	41,53	5	8	45,57	49,10	26,64	80,16	100,24	173,12	91,68	26,59	79,91	100,10	173,15	91,93	37,27	37,89	63,71	64,12	12,81	14,89	75,47	75,00	72,09	71,08	95,19	95,47	128,73	130,37	17,82	5,15	5,05	5,05	5,14	11,68	7,51	20,95	2,75	3,49	24,27	3,04	463,64	2407,63	301,53	1597,05	1,85	11,11	39,78	4,59	7,84	4,85	29,33	19,00	19,84	22,49	22,51	28,77	18,67	27,80	1,46	2,69	0,95	2,26	2009,42	-1,88	2,88	2,81
7824	59,21	40,79	5	8	44,28	48,81	26,95	80,59	100,39	172,48	92,99	26,86	79,94	100,68	172,21	92,22	46,21	44,19	62,17	62,04	17,79	20,17	74,87	75,35	73,82	71,32	94,55	96,19	127,87	131,54	15,21	4,99	5,25	5,00	5,26	12,33	8,06	29,45	5,48	7,58	23,19	2,79	564,34	2897,37	283,39	1492,60	1,74	7,29	41,03	5,16	8,17	6,80	28,99	19,74	20,27	22,57	22,67	28,55	18,98	27,88	1,38	2,80	1,10	2,35	2009,52	-2,03	3,28	3,03
7826	56,92	43,08	3	8	44,52	48,17	26,90	82,13	100,63	174,21	93,47	26,67	81,54	100,41	174,40	92,06	40,75	39,83	71,12	79,17	12,10	14,17	74,61	74,39	70,53	69,51	94,30	94,80	127,62	129,16	10,88	5,24	5,12	5,18	5,17	11,86	6,45	20,00	2,90	4,23	24,01	3,02	437,92	2333,86	294,50	1616,77	2,00	10,54	42,55	3,60	8,64	4,52	29,79	19,15	19,88	22,26	22,87	29,52	18,12	28,73	1,19	2,34	0,72	1,85	2009,79	0,46	1,95	2,00
7827	56,14	43,86	8	8	43,54	48,11	25,62	78,78	97,90	174,87	89,52	25,88	79,62	99,66	175,09	90,83	24,47	24,38	77,42	79,47	10,58	11,92	74,55	74,72	71,17	69,50	93,76	94,34	126,42	127,84	10,19	5,13	5,03	5,11	5,10	9,78	5,80	16,44	2,08	3,58	24,09	3,00	539,49	2841,63	289,73	1592,84	1,86	8,94	38,94	3,20	7,46	4,92	29,65	18,57	19,53	21,98	22,06	29,18	18,38	28,50	1,04	2,37	0,74	2,11	2009,76	0,43	1,81	2,15
7828	57,32	42,68	1	8	43,77	47,48	25,77	79,43	98,57	175,43	90,51	26,08	80,30	100,59	175,31	91,04	18,35	18,10	77,85	79,05	8,86	7,77	74,88	75,46	70,65	68,32	94,09	95,04	126,46	128,30	9,15	5,03	4,99	5,12	4,98	10,19	5,37	18,95	1,91	1,91	24,87	3,15	442,54	2364,78	273,14	1517,76	1,74	8,54	22,00	4,71	7,23	3,53	30,04	18,23	18,13	21,84	22,42	29,86	17,03	28,32	1,20	2,57	0,90	2,18	2009,90	1,81	1,37	0,64
7831	55,61	44,39	6	8	43,68	47,92	27,54	83,98	100,72	174,30	94,89	27,47	84,03	102,38	174,48	95,23	47,61	45,21	68,66	71,65	15,60	17,32	76,39	76,52	72,67	70,84	96,25	97,15	130,58	132,73	13,76	5,10	5,13	5,03	5,17	11,73	7,84	27,13	3,69	6,54	22,73	2,69	636,06	3263,20	199,32	1079,53	1,79	6,79	33,68	3,78	9,68	6,38	29,56	19,66	19,76	22,39	22,17	29,39	18,26	28,31	1,21	2,60	0,86	2,05	2009,96	-1,58	2,56	2,21
7833	57,40	42,60	7	8	41,10	45,00	26,59	81,36	99,44	174,11	91,92	26,88	82,12	100,86	174,37	92,94	39,51	38,39	78,87	80,36	9,44	11,83	74,53	75,10	71,59	68,90	94,24	95,40	127,51	129,78	9,10	5,08	5,06	4,99	5,16	9,35	6,25	23,59	3,16	4,17	22,96	2,74	647,45	3337,74	213,17	1166,34	1,72	5,81	33,07	3,87	3,73	4,57	29,90	19,21	19,22	22,31	22,35	29,68	18,02	28,29	1,20	2,16	0,77	1,87	2009,98	-1,03	1,53	1,81
7841	60,24	39,76	1	10	54,35	57,08	26,14	79,41	99,87	173,98	92,96	26,39	79,34	100,54	173,06	92,94	36,59	30,77	61,25	60,00	12,20	15,38	77,54	76,69	69,69	70,89	96,94	97,93	131,04	134,69	19,28	5,33	5,07	5,24	5,19	10,98	4,89	11,11	4,82	6,02	25,85	3,43	414,55	2251,73	321,97	1788,87	2,23	13,25	0,00	3,45	6,90	11,48	29,97	18,03	19,06	21,79	21,02	29,10	17,91	28,43	0,88	2,10	0,62	1,49	2009,71	0,07	1,57	1,08
7844	57,45	42,55	2	7	39,09	43,40	27,32	82,72	101,00	173,35	93,10	27,65	83,76	101,92	173,52	94,45	46,21	49,41	77,73	74,27	11,92	16,76	74,57	75,94	72,28	69,03	94,06	96,72	127,27	131,94	9,26	4,97	5,01	4,91	5,16	12,45	6,89	30,28	1,84	5,17	21,76	2,49	863,70	4371,19	223,76	1171,50	1,62	5,67	36,02	2,21	7,34	8,38	29,67	19,65	19,87	22,33	22,84	29,18	18,71	28,08	1,21	2,59	0,81	2,22	2009,97	-0,95	2,00	2,38
7861	53,62	46,38	1	9	47,75	51,04	27,04	84,03	101,76	176,03	94,39	27,33	84,24	100,56	175,10	94,39	23,08	22,73	72,73	80,00	7,35	8,89	76,04	76,02	69,16	66,77	96,33	97,37	131,20	132,60	17,65	5,32	5,04	5,27	5,21	7,35	5,17	13,64	4,62	4,62	24,27	3,05	315,43	1676,48	218,67	1192,70	2,31	11,76	50,00	0,00	7,89	2,63	30,02	17,84	18,95	21,69	21,65	29,74	17,55	28,69	0,89	1,82	0,63	1,36	2009,88	0,28	1,45	0,95
7872	57,58	42,42	1	9	46,94	51,36	26,44	79,57	98,86	173,40	91,77	26,04	78,63	100,20	173,76	90,44	35,94	42,00	67,80	60,00	6,45	10,00	75,21	74,61	70,35	68,89	94,82	93,70	128,20	128,84	15,63	5,30	5,02	5,23	5,15	14,52	5,32	14,06	1,54	1,54	24,87	3,07	374,98	2114,55	273,34	1606,34	1,82	9,23	50,00	4,44	4,35	0,00	29,67	17,68	19,72	22,04	22,12	29,44	17,53	28,71	1,26	2,10	0,58	1,60	2009,64	0,01	1,60	1,36
7873	53,57	46,43	1	8	42,57	46,42	25,12	77,47	97,06	174,72	89,20	25,40	78,58	98,79	175,38	89,93	17,65	22,50	80,00	75,00	1,96	7,50	73,29	76,17	72,27	69,02	92,39	96,25	124,59	130,90	9,09	5,15	4,99	4,92	5,07	3,92	5,63	16,00	0,00	1,79	24,88	3,28	483,53	2513,53	305,15	1621,62	1,88	5,36	100,00	5,41	5,41	2,70	30,47	17,30	19,30	21,71	22,35	29,61	17,24	29,98	0,92	1,96	0,50	1,21	2009,64	-0,98	0,56	1,88
7875	58,82	41,18	1	11	57,20	59,73	27,33	80,75	101,96	171,75	93,73	27,29	80,88	102,54	171,98	93,82	41,18	31,71	55,10	53,66	14,00	19,51	75,73	76,23	69,18	66,71	95,76	97,96	131,18	135,15	34,00	5,44	5,22	5,42	5,18	2,00	6,19	11,76	5,88	5,88	26,02	3,50	466,53	2488,83	316,91	1740,74	2,22	19,61	 	4,88	2,63	7,32	31,31	17,48	16,85	21,03	21,58	30,59	15,30	29,45	0,92	1,16	0,60	0,93	2009,92	0,29	0,00	0,41
7876	60,48	39,52	1	8	44,99	48,24	26,68	80,89	101,17	174,08	93,27	26,24	79,86	100,64	174,26	91,03	36,75	28,40	70,80	78,48	8,85	11,11	75,31	75,52	71,06	68,83	95,70	96,36	130,36	132,44	14,05	4,97	5,12	5,08	5,10	14,29	5,87	24,56	3,36	3,36	24,60	3,14	437,66	2270,90	213,12	1148,21	1,98	11,48	66,67	1,23	6,33	13,58	29,43	19,21	19,95	22,34	21,69	29,02	18,19	28,68	1,13	2,60	0,55	1,74	2009,87	-0,89	1,99	2,35
7881	58,82	41,18	9	8	44,65	49,11	27,59	83,74	102,16	173,93	95,12	27,48	83,19	101,49	173,78	93,90	50,44	49,05	72,02	68,52	14,46	16,21	76,51	76,21	72,09	69,98	96,40	97,20	130,71	133,08	13,88	5,16	5,12	5,11	5,18	10,08	7,63	24,52	4,75	6,63	23,15	2,82	264,93	1353,56	205,71	1057,45	2,00	10,06	39,13	6,51	9,42	5,87	29,20	19,61	20,22	22,23	22,24	29,16	18,61	28,29	1,30	2,45	0,66	1,68	2009,95	-1,27	2,79	2,19
7884	57,09	42,91	2	8	43,25	46,54	27,78	85,11	102,76	174,77	95,05	28,14	86,40	103,58	174,94	94,89	43,25	52,03	75,10	71,81	17,62	13,42	75,20	76,03	70,31	67,98	95,21	97,05	129,20	133,50	13,33	5,13	5,23	5,13	5,36	12,86	6,69	23,36	4,69	5,86	23,78	2,97	307,12	1661,55	194,08	1096,32	1,98	12,36	47,50	3,03	7,03	3,03	29,77	19,02	19,44	22,13	23,19	29,64	18,25	28,48	1,31	2,15	0,80	1,72	2010,00	-1,03	2,08	1,57
7885	56,96	43,04	2	8	45,88	49,90	27,56	84,46	102,24	174,80	96,25	27,92	84,77	102,64	174,06	95,10	48,23	49,63	66,97	67,88	13,51	9,49	75,41	75,27	70,51	68,52	95,22	96,17	129,21	132,12	13,22	5,17	5,21	5,15	5,34	17,65	7,55	26,61	4,91	6,70	22,79	2,76	277,06	1485,89	215,03	1175,74	1,89	11,35	35,90	3,97	8,26	3,91	28,87	19,81	20,25	22,57	22,37	28,70	18,81	27,32	1,48	2,41	0,92	1,53	2009,97	-0,46	2,18	2,69
7887	55,11	44,89	5	8	43,32	47,28	26,44	81,02	99,78	174,50	91,95	26,11	80,02	99,85	174,75	90,89	30,92	31,25	76,13	74,14	8,06	7,50	74,56	75,16	70,59	68,06	94,17	95,47	127,48	129,87	11,15	5,03	5,01	5,04	5,10	7,89	5,12	14,05	3,45	4,98	24,05	2,99	587,31	3098,73	267,43	1499,29	1,96	10,08	32,34	1,92	4,23	3,83	30,01	18,75	19,63	22,22	22,66	29,63	17,75	28,49	1,05	2,18	0,80	1,46	2009,98	-0,77	1,61	1,57
7891	58,46	41,54	7	8	44,54	47,98	27,35	82,77	101,41	173,70	94,36	27,38	82,72	101,45	173,69	93,45	45,68	43,33	71,15	71,96	13,73	16,38	74,92	74,28	71,63	70,14	94,90	95,00	129,02	130,19	16,64	5,14	5,15	5,02	5,17	14,91	6,64	16,98	4,81	7,16	23,44	2,86	401,55	2107,76	258,54	1392,70	1,94	10,44	33,33	4,95	8,63	5,41	29,42	19,27	20,04	22,57	22,89	29,25	18,41	28,23	1,26	2,30	0,79	1,83	2009,89	-1,27	1,75	2,17
7894	58,06	41,94	2	8	42,50	45,33	28,76	87,38	103,70	174,18	96,95	28,69	86,96	103,88	174,02	95,13	49,38	49,24	75,21	80,60	15,83	17,04	75,52	76,07	71,61	69,46	95,52	96,64	130,07	132,68	13,47	5,11	5,13	5,09	5,10	16,46	7,49	26,56	4,47	5,28	22,76	2,74	350,76	1879,42	214,59	1198,61	1,99	12,90	31,87	2,34	5,74	6,92	29,22	19,39	20,00	22,54	23,08	28,83	18,35	28,13	1,24	2,45	0,70	1,63	2009,95	-1,22	2,03	3,97
7895	57,69	42,31	1	8	41,52	45,22	26,82	80,91	99,17	173,18	92,22	26,70	81,37	100,92	174,23	92,39	41,94	37,50	76,03	77,78	12,20	22,22	74,10	74,16	72,40	71,79	93,42	94,09	126,61	127,83	14,06	5,12	5,02	5,07	5,01	8,33	7,23	24,14	2,38	3,97	22,49	2,58	520,74	2582,69	141,24	685,19	1,59	5,43	36,36	10,39	13,33	3,90	29,07	19,93	20,32	22,30	22,06	29,16	18,47	27,98	1,42	3,10	1,05	2,53	2009,94	-1,00	1,51	4,73
7901	61,65	38,35	2	9	46,46	52,29	25,90	77,38	99,50	172,43	89,17	26,16	78,26	100,52	172,66	92,17	41,21	44,44	65,08	61,68	7,81	19,27	73,34	75,22	72,66	70,02	93,60	96,45	125,85	132,22	17,24	5,04	5,09	5,10	5,16	12,04	7,44	21,88	4,00	6,00	24,51	3,12	505,60	2704,21	262,72	1489,79	1,79	10,19	45,95	1,96	7,84	2,91	29,68	18,77	19,41	22,18	22,39	29,22	18,07	28,64	1,03	2,25	0,90	1,80	2010,00	-2,69	1,93	1,23
7902	62,18	37,82	2	8	44,84	50,44	25,98	77,56	98,85	172,53	88,53	25,90	78,48	99,96	174,01	89,89	44,64	49,55	68,87	69,64	10,96	16,07	71,60	74,19	72,56	69,76	91,44	94,73	123,32	129,20	14,10	5,05	5,03	5,22	5,02	11,93	7,06	25,35	4,72	7,73	24,26	3,07	547,89	2848,68	298,30	1600,73	1,84	8,94	46,51	3,61	7,59	8,64	29,24	19,98	19,76	22,47	22,73	28,93	18,37	27,54	1,24	2,61	1,20	2,05	2010,00	-2,58	2,78	1,22
7904	58,89	41,11	2	8	43,99	48,60	26,45	79,99	100,62	173,65	90,30	25,68	78,37	100,29	174,61	89,93	39,31	42,97	69,57	73,85	11,37	12,31	71,83	74,21	72,93	70,14	91,77	94,78	123,54	129,29	12,12	5,00	5,09	5,02	5,07	10,20	6,66	22,13	3,83	4,98	23,45	2,82	577,21	2997,06	257,04	1396,23	1,94	7,12	45,90	1,77	4,46	4,46	29,68	19,26	20,01	21,92	22,36	29,19	18,25	28,28	1,25	2,44	0,83	2,39	2010,00	-0,58	2,73	1,65
7905	61,58	38,42	2	8	46,03	54,47	25,84	77,20	99,22	172,48	89,07	26,28	78,39	100,51	172,40	91,70	44,16	50,94	66,32	58,65	13,85	16,04	74,07	75,68	73,95	70,93	93,61	95,56	124,96	129,82	14,57	5,13	5,07	5,13	5,14	11,86	7,65	24,74	3,55	5,58	23,79	2,94	507,93	2696,88	319,46	1754,52	1,87	8,91	42,86	3,85	11,54	10,26	28,59	19,94	20,87	22,52	22,38	28,21	19,37	27,48	1,26	2,64	0,81	1,63	2010,00	-0,58	3,22	1,79
7906	63,53	36,47	3	8	42,58	47,57	26,30	79,04	100,50	173,14	89,13	26,41	80,24	101,13	174,08	90,28	42,01	37,08	68,88	76,54	9,58	11,24	70,95	73,88	72,78	71,39	90,94	94,66	122,75	129,12	15,03	4,94	5,07	5,03	5,05	9,61	7,14	23,19	4,60	6,32	23,54	2,90	603,33	3187,76	295,94	1650,81	1,79	9,48	35,00	1,97	3,36	5,96	29,39	18,94	20,09	22,66	23,00	29,11	18,83	27,44	1,25	2,42	0,77	1,84	2010,00	-1,51	2,00	1,34
7907	66,38	33,62	1	9	50,02	57,68	25,77	76,68	99,20	172,14	88,70	26,81	78,67	101,43	170,94	91,32	47,79	49,06	59,05	55,77	10,19	15,09	71,59	74,97	71,22	68,86	92,41	96,47	124,96	133,67	19,47	5,20	5,10	5,12	5,19	12,15	7,81	17,86	6,09	7,83	24,46	3,07	552,48	2925,30	365,25	1989,14	2,22	12,07	50,00	4,35	15,56	4,35	29,75	18,43	19,89	22,05	22,78	29,33	18,33	28,16	1,45	2,11	1,04	1,72	2010,00	-1,53	1,94	2,33
7908	60,51	39,49	6	8	43,03	48,89	25,53	77,82	99,26	174,13	87,59	25,61	78,16	100,12	174,43	89,24	28,84	22,08	75,59	77,85	9,35	11,36	72,32	74,46	71,48	69,87	91,69	94,19	122,49	127,31	10,23	5,02	4,97	5,12	4,99	7,97	6,36	21,22	1,53	2,61	24,39	3,06	481,58	2635,93	272,52	1590,61	1,98	7,39	31,13	3,13	8,24	7,00	30,04	18,62	19,28	22,00	22,54	29,52	18,11	28,62	0,98	2,41	0,81	2,12	2010,00	0,56	1,96	1,74
7909	56,55	43,45	1	8	44,89	51,31	25,95	79,75	100,41	175,06	89,52	26,39	82,01	101,85	175,84	92,26	27,01	23,44	64,12	64,06	6,06	12,31	70,17	75,63	72,50	68,17	89,96	95,66	122,03	129,76	13,14	5,05	5,09	5,03	5,03	14,39	6,49	19,12	5,56	6,25	24,84	3,22	511,58	2715,96	292,50	1620,52	2,13	13,10	36,00	5,13	5,13	2,56	30,01	18,06	18,75	22,27	22,02	29,49	17,34	29,24	1,02	2,61	0,83	1,75	2010,00	-0,81	1,64	0,26
7912	59,12	40,88	1	7	38,67	44,29	25,83	78,21	98,49	173,51	87,92	25,81	78,45	98,87	174,04	89,14	42,97	41,56	76,19	81,82	7,14	10,39	72,12	74,91	72,18	69,45	91,30	94,59	121,92	127,69	13,64	5,11	5,01	5,08	4,94	7,26	6,97	24,00	2,19	2,19	23,50	2,91	805,83	4181,18	202,85	1166,27	2,12	5,11	35,62	1,72	14,04	1,72	29,63	18,97	18,90	22,08	22,34	29,51	17,67	28,02	0,89	1,94	0,68	1,91	2010,00	-0,31	1,00	1,12
7913	57,43	42,57	7	8	42,30	47,45	26,02	79,30	99,94	174,11	89,89	26,05	79,59	100,35	174,57	90,76	46,73	49,10	74,56	81,54	9,76	12,28	72,04	74,86	71,77	68,25	91,47	94,72	122,55	128,48	13,51	5,01	4,96	5,02	5,01	8,45	6,60	24,03	2,82	4,24	23,11	2,80	470,75	2523,27	249,28	1415,92	2,39	7,86	30,97	3,72	7,90	7,09	29,33	19,21	19,85	22,21	22,52	29,17	18,25	28,06	1,13	2,37	0,78	2,00	2010,00	-0,94	1,98	2,42
7914	52,53	47,47	3	8	41,81	47,57	25,87	79,31	98,61	174,58	89,00	26,10	80,05	99,98	174,88	91,15	44,66	42,48	73,78	75,33	10,80	12,72	73,00	74,79	72,53	67,95	92,98	95,17	124,69	129,50	14,25	4,99	5,05	5,00	5,09	6,84	7,23	22,16	1,63	2,17	22,99	2,77	737,74	3781,83	258,86	1387,46	2,28	5,61	36,18	3,78	6,59	5,41	29,01	19,36	19,98	22,50	22,39	28,94	18,70	27,44	0,99	2,10	0,69	1,75	2009,99	-0,27	1,10	0,88
7916	61,70	38,30	1	8	43,90	48,88	26,41	79,94	100,93	173,43	90,71	26,83	82,66	102,29	175,08	92,84	42,86	44,19	72,73	82,93	14,44	6,98	72,54	76,94	72,19	69,27	92,76	97,56	124,49	133,63	15,22	5,10	4,98	5,12	4,97	7,78	6,67	16,30	1,08	2,15	22,78	2,67	368,94	1918,57	209,17	1119,70	2,43	14,13	25,00	3,70	11,11	7,41	29,14	19,76	19,85	22,33	22,75	29,11	18,77	27,60	1,03	2,87	0,85	2,21	2010,00	-1,50	2,05	2,96
