ZIPCODE	GENDER	GROUP_SIZE_CAT	AGE_CAT	AGE_T1	AGE_T2	BMI_T1	WEIGHT_T1	HIP_T1	WAIST_T1	HEIGHT_T1	BMI_T2	WEIGHT_T2	HIP_T2	WAIST_T2	HEIGHT_T2	EDUCATION_LOWER_T1	EDUCATION_LOWER_T2	WORK_T1	WORK_T2	LOW_QUALITY_OF_LIFE_T1	LOW_QUALITY_OF_LIFE_T2	DBP_T1	DBP_T2	HBF_T1	HBF_T2	MAP_T1	MAP_T2	SBP_T1	SBP_T2	HTN_MED_T1	CHO_T1	GLU_T1	CHO_T2	GLU_T2	RESPIRATORY_DISEASE_T1	PACKYEARS	SMOKING	METABOLIC_DISORDER_T1	METABOLIC_DISORDER_T2	LLDS	Quintile_LLDS	MWK_VAL	SCOR_VAL	MWK_NO_VAL	SCOR_NO_VAL	PREGNANCIES	OSTEOARTHRITIS_T1	SLEEP_QUALITY	DIAG_CFS_CDC	DIAG_FIBROMYALGIA_ACR	DIAG_IBS_ROME3	C_SUM_T1	A_SUM_T1	SC_SUM_T1	I_SUM_T1	E_SUM_T1	SD_SUM_T1	V_SUM_T1	D_SUM_T1	LTE_SUM_T1	LDI_SUM_T1	LTE_SUM_T2	LDI_SUM_T2	NSES_YEAR	NSES	MENTAL_DISORDER_T1	MENTAL_DISORDER_T2
7891	2	4	8	44,25	47,95	27,25	76,92	102,01	91,56	168,07	27,32	76,97	102,48	90,07	167,97	45,92	43,07	69,64	71,12	15,68	19,22	73,00	71,57	72,74	71,57	92,76	92,17	125,79	126,26	16,13	5,09	5,03	5,03	4,97	14,49	6,12	17,07	4,24	6,60	24,49	3,09	331,52	1734,97	239,38	1274,29	1,94	11,93	38,30	6,98	10,76	6,18	28,87	19,23	20,91	22,91	22,03	28,66	19,20	28,15	1,28	2,52	0,89	1,85	2009,88	-1,27	2,26	2,06
7894	1	1	7	42,08	45,43	28,46	93,99	101,03	100,41	181,80	28,42	94,52	100,97	99,19	182,40	45,10	47,06	77,32	80,39	16,16	17,65	78,88	79,16	70,34	67,61	99,38	99,42	136,00	136,64	10,68	5,35	5,30	5,18	5,24	15,63	7,91	30,00	5,88	7,84	20,96	2,40	473,29	2576,46	262,27	1521,35	 	9,62	30,56	2,08	4,55	2,04	30,03	19,34	18,42	22,22	24,66	30,00	17,15	28,74	1,13	2,31	0,72	1,55	2009,96	-1,22	1,59	3,03
7894	2	1	8	42,81	45,26	28,98	82,61	105,64	94,45	168,68	28,87	81,95	105,81	92,43	168,45	52,48	50,62	73,76	80,72	15,60	16,67	73,08	74,02	72,53	70,68	92,72	94,79	125,76	130,06	15,49	4,94	5,00	5,04	5,01	17,02	7,21	24,11	3,47	3,47	24,01	2,98	267,25	1404,41	182,10	978,67	1,99	15,28	32,73	2,50	6,41	9,88	28,66	19,43	21,10	22,76	21,98	28,02	19,19	27,71	1,32	2,55	0,69	1,68	2009,94	-1,21	2,34	4,62
7895	1	1	8	41,58	45,56	26,93	87,59	97,97	97,57	179,47	26,93	88,17	98,95	97,30	180,61	50,98	48,39	82,00	83,87	16,00	19,35	74,69	76,95	72,73	70,39	93,85	96,15	126,45	129,95	18,87	5,25	5,24	5,15	5,11	6,25	7,91	22,45	3,70	3,70	20,42	2,15	604,76	3011,95	124,51	610,73	 	3,64	29,41	6,67	10,34	6,67	29,07	19,68	19,70	22,04	23,38	29,28	18,00	27,67	1,19	2,81	0,93	2,67	2009,85	-0,98	0,58	5,53
7895	2	1	8	41,47	44,96	26,75	76,01	100,04	88,29	168,57	26,54	76,21	102,42	88,67	169,39	35,62	30,61	71,83	74,00	9,59	24,00	73,67	72,04	72,16	72,85	93,09	92,54	126,72	126,22	10,67	5,03	4,87	5,00	4,93	9,72	6,75	25,37	1,39	4,17	23,91	2,89	467,74	2311,92	151,78	732,15	1,59	6,76	39,47	12,77	15,22	2,13	29,07	20,10	20,74	22,46	21,15	29,07	18,80	28,19	1,59	3,30	1,13	2,44	2010,00	-1,02	2,12	4,17
7901	1	1	9	47,18	53,48	26,89	87,85	99,02	96,75	180,53	26,75	87,68	99,60	98,47	180,89	38,96	45,24	70,13	73,81	3,90	14,29	77,77	80,58	72,73	69,46	98,38	101,78	131,17	139,34	10,26	5,05	5,25	4,93	5,36	13,16	11,57	28,77	6,58	9,21	23,18	2,81	598,45	3162,23	266,48	1502,38	 	10,13	33,33	0,00	0,00	2,63	30,08	18,94	18,31	21,89	23,58	30,16	17,11	28,61	1,11	2,22	0,60	1,76	2010,00	-2,69	0,94	1,07
7901	2	1	8	46,02	51,54	25,28	70,87	99,81	84,46	167,39	25,78	72,22	101,10	88,13	167,38	42,62	43,94	61,61	53,85	10,43	22,39	70,61	71,78	72,62	70,38	90,67	93,03	122,59	127,65	21,60	5,03	4,98	5,20	5,04	11,30	4,92	17,65	2,42	4,03	25,40	3,33	448,12	2420,67	260,39	1482,00	1,79	10,24	54,55	3,08	12,50	3,08	29,42	18,66	20,13	22,37	21,61	28,59	18,71	28,66	0,98	2,28	1,10	1,83	2010,00	-2,69	2,58	1,35
7902	1	1	8	44,12	49,83	25,85	84,55	96,61	93,14	180,38	26,11	86,78	97,73	95,43	182,33	46,99	53,33	75,00	73,33	6,25	15,56	74,70	77,90	70,22	70,33	94,86	98,57	127,47	134,55	7,95	5,06	5,13	5,14	5,14	13,75	9,08	24,36	4,49	6,74	23,04	2,85	727,88	3760,27	404,04	2141,10	 	5,56	35,29	2,94	9,09	0,00	29,43	20,39	19,24	22,12	24,47	29,31	17,54	27,56	0,96	2,22	1,11	1,93	2010,00	-2,58	1,61	0,37
7902	2	1	8	45,28	50,85	26,05	73,31	100,21	85,73	167,76	25,75	72,99	101,45	86,23	168,51	43,26	46,97	65,15	67,16	13,67	16,42	69,72	71,67	73,97	69,37	89,36	92,12	120,80	125,56	17,81	5,04	4,97	5,28	4,93	10,87	5,92	25,90	4,86	8,33	24,93	3,19	442,78	2316,31	236,54	1285,15	1,84	11,03	53,85	4,08	6,52	14,58	29,14	19,75	20,05	22,67	21,76	28,71	18,83	27,53	1,40	2,83	1,27	2,13	2010,00	-2,58	3,45	1,83
7904	1	1	8	45,13	49,31	26,34	87,05	98,50	94,32	181,76	25,38	84,05	97,80	93,24	182,07	39,45	45,28	73,53	72,73	6,80	7,27	75,13	76,83	71,23	69,00	95,24	97,29	127,55	132,35	12,04	4,98	5,12	4,95	5,18	5,83	7,83	22,64	3,70	3,70	22,27	2,56	796,79	4169,22	280,73	1588,91	 	5,45	37,50	0,00	2,04	6,12	29,96	19,52	19,22	21,46	24,01	29,69	17,02	27,86	1,17	2,16	0,68	2,51	2010,00	-0,58	1,39	1,95
7904	2	1	8	43,19	48,06	26,53	75,06	102,09	87,49	167,99	25,92	73,87	102,26	87,30	168,70	39,22	41,33	66,89	74,67	14,47	16,00	69,53	72,13	74,13	71,04	89,35	92,78	120,75	126,87	12,18	5,01	5,06	5,08	4,98	13,16	5,85	21,77	3,92	5,88	24,26	2,99	421,06	2163,52	240,20	1259,22	1,94	8,28	51,35	3,17	6,35	3,17	29,50	19,10	20,53	22,24	21,25	28,85	19,06	28,57	1,31	2,63	0,95	2,31	2010,00	-0,58	3,64	1,41
7905	1	1	9	46,46	55,17	26,42	85,80	97,96	94,62	180,10	26,80	87,00	99,21	97,88	180,09	42,11	53,66	69,33	65,85	14,47	17,07	76,76	78,49	72,03	70,13	96,44	98,49	128,38	133,38	15,58	5,10	5,22	5,23	5,38	14,47	8,79	23,94	3,95	9,21	22,22	2,65	712,38	3933,94	410,53	2424,70	 	5,13	46,67	3,03	11,76	8,82	28,63	20,03	20,10	22,38	23,10	28,33	19,22	26,85	1,35	2,27	0,75	1,80	2010,00	-0,58	2,46	0,38
7905	2	1	8	45,76	53,99	25,47	71,84	100,01	85,61	167,73	25,92	72,27	101,43	87,30	166,92	45,45	49,23	64,35	53,97	13,45	15,38	72,40	73,68	75,15	71,50	91,85	93,47	122,82	127,29	13,93	5,15	4,98	5,07	4,99	10,17	6,97	25,21	3,31	3,31	24,77	3,12	387,45	1967,90	265,79	1359,60	1,87	11,29	40,00	4,44	11,36	11,36	28,56	19,88	21,32	22,61	21,96	28,15	19,46	27,84	1,22	2,86	0,84	1,53	2010,00	-0,58	3,70	2,87
7906	1	1	8	42,88	48,22	26,32	86,93	98,24	94,01	181,43	26,74	88,60	99,48	96,55	181,78	42,62	42,25	79,34	84,51	8,20	9,86	75,10	77,35	69,95	69,01	95,19	98,15	127,40	134,24	13,28	4,95	5,13	4,97	5,23	11,57	9,74	25,62	5,51	7,87	22,07	2,58	798,00	4282,07	278,23	1683,24	 	7,87	19,35	0,00	1,69	1,69	29,79	18,64	18,55	22,13	24,79	29,81	17,63	27,51	1,38	1,86	0,71	1,44	2010,00	-1,51	1,29	0,48
7906	2	2	8	42,41	47,13	26,28	74,51	101,80	86,33	168,39	26,19	74,62	102,24	86,07	168,91	41,67	33,64	62,86	71,30	10,38	12,15	68,57	71,55	74,40	72,98	88,50	92,32	120,09	125,67	16,06	4,93	5,03	5,08	4,93	8,49	5,65	21,80	4,07	5,43	24,37	3,08	503,67	2627,51	305,01	1634,21	1,79	10,41	44,90	3,23	4,44	8,70	29,16	19,11	20,99	22,96	21,96	28,70	19,53	27,40	1,17	2,75	0,81	2,11	2010,00	-1,51	2,40	1,92
7907	2	1	9	49,12	57,68	25,26	70,59	98,84	84,10	167,21	26,21	71,93	101,29	86,04	165,76	50,00	50,00	57,97	57,14	11,27	22,22	69,09	73,68	71,74	68,90	90,00	95,15	122,75	132,10	18,67	5,18	5,07	5,20	5,10	12,86	6,83	17,81	6,58	9,21	25,20	3,30	576,37	3019,54	372,08	1998,08	2,22	12,99	63,64	6,67	20,69	6,67	29,33	18,35	20,36	22,13	22,39	28,98	19,04	27,82	1,39	2,11	1,19	1,94	2010,00	-1,53	2,52	2,46
7908	1	2	8	43,59	49,51	26,04	86,44	98,16	93,38	181,95	26,34	86,96	99,00	95,83	181,70	27,84	17,74	80,95	79,84	7,09	12,10	75,98	78,65	69,23	67,90	95,58	98,37	127,00	133,24	10,73	4,96	5,07	4,98	5,11	5,91	7,81	23,08	1,16	1,94	22,85	2,74	579,49	3217,57	289,96	1769,92	 	7,28	23,81	0,92	6,48	3,67	30,89	18,45	18,17	21,47	24,21	30,38	16,75	28,96	0,91	2,17	0,82	2,01	2010,00	0,56	1,14	0,96
7908	2	4	8	42,67	48,48	25,20	72,19	99,98	83,81	169,03	25,11	72,17	100,87	84,75	169,48	29,49	24,87	72,06	76,56	10,82	10,88	69,94	71,62	72,95	71,21	89,16	91,34	119,55	123,27	9,90	5,06	4,91	5,22	4,90	9,33	5,41	20,00	1,78	3,05	25,42	3,28	417,05	2252,55	261,02	1472,42	1,98	7,46	35,94	4,76	9,52	9,46	29,48	18,74	20,02	22,35	21,44	28,95	19,01	28,39	1,03	2,57	0,80	2,20	2010,00	0,56	2,50	2,25
7909	1	1	8	43,98	49,72	26,23	87,22	99,38	94,06	182,32	26,27	88,31	100,09	96,50	183,03	24,56	22,58	75,47	67,74	3,64	9,68	72,63	77,94	70,33	66,09	92,05	98,53	125,19	133,91	12,28	4,99	5,05	4,95	5,01	12,73	8,89	21,05	3,17	4,76	24,00	3,02	632,24	3450,90	320,26	1891,00	 	4,76	40,00	5,00	0,00	0,00	30,51	17,07	17,54	21,84	23,93	29,98	16,02	29,19	0,96	2,28	0,77	1,93	2010,00	-0,81	0,79	0,60
7909	2	1	8	45,59	52,77	25,73	74,01	101,20	86,02	169,49	26,49	76,22	103,46	88,36	169,23	28,75	24,24	56,41	60,61	7,79	14,71	68,27	73,51	74,17	70,08	88,35	93,03	119,60	125,95	13,75	5,09	5,12	5,11	5,05	15,58	4,69	17,72	7,41	7,41	25,43	3,37	431,15	2226,00	273,99	1440,20	2,13	19,51	33,33	5,26	10,53	5,26	29,69	18,68	19,48	22,54	20,83	29,19	18,18	29,28	1,05	2,84	0,88	1,59	2010,00	-0,81	2,23	0,00
7912	1	1	7	38,48	45,51	26,28	85,63	96,73	93,47	180,08	26,15	85,57	97,49	94,07	180,63	40,38	51,61	90,38	93,55	7,69	9,68	74,79	78,60	72,36	65,94	94,93	98,63	127,50	133,86	14,81	5,11	5,14	5,03	5,00	1,92	7,34	33,33	3,57	3,57	22,00	2,50	1055,45	5423,41	162,61	959,20	 	5,36	45,45	0,00	11,76	0,00	30,00	18,94	18,44	21,02	23,62	30,08	17,12	28,80	0,75	1,54	0,74	1,58	2010,00	-0,31	1,10	0,57
7912	2	1	7	38,80	43,46	25,53	73,08	99,71	84,07	168,96	25,58	73,65	99,81	85,83	169,61	44,74	34,78	66,22	73,91	6,76	10,87	70,28	72,42	72,06	71,81	88,79	91,87	118,06	123,54	12,82	5,11	4,92	5,10	4,91	11,11	6,70	17,57	1,23	1,23	24,55	3,20	648,93	3400,36	228,14	1296,43	2,12	4,94	27,50	2,50	15,00	2,50	29,36	18,99	19,22	22,82	21,47	29,12	18,06	27,46	0,99	2,24	0,64	2,13	2010,00	-0,31	0,94	1,47
7913	1	3	8	42,06	47,25	26,53	87,36	98,38	95,14	181,05	26,47	87,48	98,85	96,25	181,70	48,60	51,23	79,29	86,25	9,29	11,73	74,67	77,88	69,54	67,15	94,60	98,01	126,52	133,36	13,72	5,12	5,10	5,00	5,25	9,32	7,71	23,87	3,00	5,71	21,71	2,50	575,62	3126,00	252,65	1511,19	 	6,55	25,00	2,50	6,72	4,13	29,79	19,50	18,74	22,05	24,08	29,63	17,23	28,00	1,20	2,45	0,72	1,96	2010,00	-0,94	1,78	2,99
7913	2	4	8	42,48	47,60	25,64	73,32	101,10	86,00	168,97	25,74	73,83	101,45	86,75	169,36	45,37	47,60	71,16	78,26	10,09	12,66	70,10	72,66	73,43	69,05	89,14	92,32	119,61	124,92	13,36	4,93	4,85	5,03	4,85	7,82	5,79	24,14	2,68	3,14	24,10	3,02	400,41	2119,00	247,01	1352,01	2,39	8,83	35,38	4,55	8,72	9,14	29,00	19,00	20,65	22,32	21,40	28,83	18,99	28,10	1,07	2,31	0,82	2,04	2010,00	-0,94	2,12	2,06
7914	1	1	7	40,68	46,29	26,14	86,01	96,78	93,18	180,82	26,33	87,07	98,69	95,57	181,73	45,24	38,00	80,00	86,27	9,58	14,71	76,37	78,03	69,94	67,58	96,37	97,82	128,28	132,03	15,03	4,98	5,16	5,01	5,22	6,63	8,01	21,12	0,57	1,14	21,96	2,51	1021,05	5225,07	287,78	1558,74	 	3,95	32,26	7,50	6,25	6,25	29,41	19,41	18,88	22,20	24,50	29,67	17,48	27,51	0,99	2,18	0,68	1,89	2009,98	-0,27	0,69	0,75
7914	2	1	8	42,83	48,68	25,63	73,25	100,25	85,21	168,95	25,89	73,86	101,12	87,26	168,83	44,15	46,03	68,13	66,40	11,89	11,11	69,95	71,93	74,86	68,27	89,92	92,82	121,46	127,27	13,54	4,99	4,95	4,98	4,98	7,03	6,54	23,08	2,59	3,11	23,91	2,99	489,84	2518,99	233,56	1237,60	2,28	7,11	39,62	0,95	6,86	4,76	28,63	19,31	20,98	22,77	20,46	28,27	19,82	27,38	0,98	2,03	0,70	1,64	2010,00	-0,27	1,47	1,00
7916	2	1	8	43,64	48,52	25,49	72,22	100,86	85,36	168,41	25,93	73,41	101,71	86,63	168,45	40,35	50,00	66,07	83,33	13,79	7,69	71,00	73,18	71,91	68,36	90,67	93,54	121,33	128,61	17,24	4,92	4,86	4,96	4,83	8,62	5,21	19,30	0,00	1,72	23,46	2,86	244,20	1280,00	173,89	928,43	2,43	13,79	33,33	6,67	13,33	13,33	28,55	19,75	21,08	22,10	21,58	28,58	19,64	27,26	0,98	3,09	0,75	2,52	2010,00	-1,50	3,28	5,30
7917	1	1	8	41,33	48,77	26,42	86,94	97,72	94,06	181,33	26,46	87,50	98,55	96,02	181,77	52,94	42,31	86,27	92,31	3,92	11,54	75,84	80,04	75,64	69,54	95,75	99,43	127,75	134,54	9,43	5,09	5,24	5,11	5,14	17,65	6,57	23,91	2,00	2,00	20,91	2,33	799,59	4021,49	113,54	591,22	 	3,70	14,29	0,00	5,26	5,26	29,07	20,60	19,13	23,07	23,85	29,58	18,20	27,74	1,04	2,04	0,72	1,84	2010,00	-1,34	2,21	0,00
7917	2	1	8	41,82	46,28	24,99	70,49	98,48	82,65	167,50	24,97	71,26	101,33	85,00	168,76	52,54	46,51	51,67	74,42	10,00	16,28	69,55	72,20	74,31	71,78	88,74	93,41	119,52	127,54	4,84	4,85	4,86	5,14	4,81	3,33	6,56	25,00	0,00	0,00	24,35	3,10	268,88	1383,07	125,23	664,82	2,14	8,06	33,33	6,67	13,33	3,33	29,43	19,27	20,46	21,69	19,80	29,55	19,59	29,82	1,09	2,26	0,67	2,12	2010,00	-1,34	0,24	1,00
7921	1	1	9	50,94	55,94	26,63	87,19	98,90	96,47	180,84	25,50	83,29	97,45	93,73	180,52	32,50	37,93	69,23	72,41	3,80	3,45	78,87	79,33	67,59	65,91	99,51	100,73	131,67	138,79	15,66	5,20	5,26	4,95	5,03	7,69	8,83	17,50	3,61	3,61	23,17	2,74	609,83	3321,78	274,68	1646,06	 	4,82	0,00	8,33	13,04	0,00	29,62	18,95	18,74	22,33	24,29	29,31	17,98	28,09	1,00	2,26	0,59	1,33	2010,00	-0,28	1,28	2,38
7921	2	1	9	46,54	51,99	24,96	70,79	98,75	83,92	168,40	24,94	70,83	99,84	85,17	168,54	35,07	30,77	69,92	66,15	9,63	9,23	71,34	74,85	70,90	68,93	91,60	95,59	123,68	130,97	12,86	5,15	4,92	5,24	4,97	6,02	4,52	18,52	4,29	5,00	25,32	3,33	452,10	2382,10	300,38	1623,49	2,10	8,45	40,00	0,00	3,92	7,84	28,89	18,63	19,69	22,45	21,67	28,77	18,90	27,92	0,93	2,25	0,86	1,58	2010,00	-0,28	1,18	2,77
7931	2	1	8	45,86	52,58	25,19	72,50	100,59	84,97	169,66	25,50	73,14	101,39	86,64	169,58	36,36	45,71	74,55	75,00	10,91	5,56	69,10	72,90	73,31	68,83	88,22	92,79	118,57	126,10	10,91	5,27	4,91	5,15	4,84	1,82	7,92	16,36	1,72	1,72	24,98	3,27	553,29	2886,63	333,65	1788,46	2,16	5,17	42,86	0,00	3,23	12,90	29,45	19,02	20,51	21,90	21,04	29,34	18,91	28,25	1,05	1,89	1,17	1,86	2010,00	0,34	1,30	2,46
7933	1	1	8	43,90	47,20	25,53	83,25	95,82	91,26	179,36	25,61	83,88	96,60	92,89	180,33	30,95	36,73	75,61	87,50	6,02	6,12	73,95	75,58	69,91	67,12	94,00	96,67	126,07	133,22	11,11	5,16	5,07	5,13	4,94	8,54	8,15	22,22	6,59	6,59	22,43	2,60	665,60	3421,99	199,49	1091,41	 	7,53	21,05	0,00	2,78	10,81	29,62	18,89	18,03	21,51	23,76	29,82	16,89	27,81	0,92	1,88	0,71	1,28	2010,00	-0,47	1,55	1,02
7933	2	1	8	44,06	47,96	25,85	72,80	99,48	84,99	167,53	26,03	73,21	100,74	86,23	167,65	34,19	31,82	67,83	75,38	10,34	11,94	69,54	72,64	72,30	69,33	89,46	92,65	120,81	125,69	10,24	5,24	4,82	5,28	4,81	6,96	5,43	20,34	2,36	3,94	25,29	3,22	540,12	2640,28	330,78	1593,56	2,07	8,66	31,25	5,00	8,33	6,67	28,96	18,93	20,47	22,72	21,47	28,82	18,72	27,50	0,90	2,08	0,70	1,67	2010,00	-0,47	1,59	1,13
7936	1	1	8	43,37	51,65	28,14	92,00	100,53	98,56	180,78	27,59	90,21	100,68	99,05	180,76	49,12	60,00	81,82	80,00	7,14	10,00	75,47	77,95	69,17	64,48	95,87	99,05	128,20	136,02	14,04	5,21	5,22	5,22	5,16	12,50	7,12	17,86	5,00	5,00	21,96	2,47	1034,34	5357,13	194,40	1157,45	 	6,78	25,00	3,13	6,25	6,25	30,43	19,33	16,85	22,06	23,89	30,48	16,35	27,52	1,36	2,02	0,89	2,31	2010,00	-0,91	0,51	2,30
7936	2	1	8	43,99	50,98	26,40	76,31	102,10	87,09	170,13	26,03	74,88	100,14	88,18	169,80	42,65	47,50	74,63	72,50	14,93	12,50	69,93	73,89	74,90	71,27	90,03	94,53	121,57	129,02	10,00	4,97	4,89	5,29	5,14	3,03	6,94	27,27	1,49	1,49	23,75	2,80	332,56	1719,16	199,56	1054,16	2,09	10,14	28,57	5,13	13,16	17,95	28,97	19,22	20,17	22,31	21,29	29,27	18,74	28,20	1,06	2,33	0,95	1,87	2010,00	-0,91	1,73	3,43
7938	1	1	7	40,15	45,24	25,92	86,19	96,81	93,54	181,53	25,65	85,30	98,19	94,64	182,21	50,00	53,33	89,36	86,67	10,64	10,34	73,77	77,77	72,98	69,54	93,91	98,03	126,06	133,49	12,00	5,03	5,21	4,89	5,23	2,13	8,23	26,19	0,00	0,00	20,69	2,33	1288,43	6328,10	214,64	959,17	 	7,55	29,63	0,00	5,26	5,26	30,20	19,23	18,63	21,51	23,24	30,95	17,05	28,78	0,90	2,12	0,82	1,41	2010,00	-0,29	1,52	2,75
7938	2	1	8	41,65	46,09	26,45	75,47	101,57	87,01	168,78	27,29	77,90	104,27	89,05	168,92	41,33	41,30	73,33	86,96	8,00	6,52	70,29	72,46	72,24	70,93	89,27	91,94	119,08	124,94	3,95	4,92	4,83	5,06	5,00	9,33	7,56	23,29	1,28	1,30	23,14	2,84	468,49	2337,54	207,54	1032,75	1,96	6,41	26,53	0,00	5,56	8,33	29,12	19,18	20,03	22,93	21,34	28,15	18,93	27,46	1,08	2,08	0,87	1,54	2010,00	-0,29	1,34	0,97
7941	1	1	8	41,93	47,22	26,07	87,37	99,07	93,81	183,12	26,02	88,01	99,90	95,00	183,94	24,60	30,43	81,82	84,78	4,88	6,52	76,44	78,12	68,50	61,76	96,72	97,92	128,80	132,44	8,00	5,17	5,10	5,20	4,93	11,38	7,93	22,13	2,40	2,40	22,78	2,78	506,83	2879,95	303,71	1864,37	 	5,51	39,39	0,00	5,56	0,00	29,85	18,45	19,34	22,34	24,28	28,70	17,76	28,01	1,12	2,64	0,61	1,84	2010,00	-0,16	2,54	1,02
7941	2	1	7	41,17	46,71	24,94	72,00	99,40	83,65	169,73	24,89	71,13	98,94	83,50	168,81	21,26	24,59	76,74	80,33	9,88	9,84	69,88	72,41	70,86	69,06	88,95	91,90	119,54	124,07	5,75	4,86	4,81	5,06	4,71	8,72	7,00	24,70	2,37	2,96	25,31	3,30	393,14	2178,58	268,90	1557,37	1,48	8,00	34,78	2,13	6,38	6,38	30,26	19,00	19,77	23,09	22,60	29,21	18,05	28,13	1,09	2,76	0,90	2,31	2010,00	-0,16	1,33	2,12
7942	1	1	7	39,45	45,23	26,05	87,27	97,62	93,69	182,83	26,51	88,98	101,55	96,59	182,77	28,71	22,22	76,84	81,48	10,42	7,41	76,39	81,03	71,63	65,88	95,26	100,82	125,55	135,94	9,09	5,13	5,19	5,15	5,22	6,32	10,36	33,33	5,15	5,15	21,13	2,40	539,76	2799,40	266,38	1432,50	 	0,98	34,62	0,00	0,00	4,17	29,86	18,78	18,93	22,47	24,52	28,95	17,34	27,82	1,27	2,56	0,65	2,74	2010,00	-1,60	1,81	1,14
7942	2	1	7	39,64	44,55	25,67	73,70	101,83	84,71	169,38	25,92	75,60	103,15	85,72	170,77	27,21	17,78	63,16	68,89	16,42	15,56	69,88	70,83	71,63	67,11	88,54	90,85	118,40	123,17	9,02	4,81	4,82	4,85	4,81	9,70	4,94	19,35	1,60	2,40	24,79	3,13	343,37	1829,01	263,24	1428,38	1,58	2,94	41,89	12,50	15,63	9,38	28,72	19,47	21,75	23,19	22,20	27,68	19,52	27,22	1,46	3,47	1,14	3,59	2010,00	-1,60	3,73	5,00
7943	1	3	8	42,89	48,03	25,83	86,68	98,19	92,64	182,66	25,48	85,58	97,75	93,03	182,82	24,93	22,49	81,29	82,84	7,56	6,51	76,55	78,62	70,59	66,06	95,94	98,49	127,18	132,68	9,40	5,12	5,07	5,11	5,13	7,29	5,75	18,18	1,12	2,53	22,79	2,75	515,12	2830,08	299,25	1750,73	 	4,08	32,68	1,61	3,25	3,23	30,58	17,79	17,98	21,41	24,07	29,70	16,63	28,71	0,93	2,26	0,68	1,97	2010,00	0,66	1,45	0,97
7943	2	4	8	43,05	49,01	25,59	73,75	101,23	84,56	169,63	25,75	74,97	102,52	86,13	170,65	15,60	20,00	78,94	81,99	8,51	10,95	71,53	72,81	70,65	67,59	90,74	92,45	120,97	124,63	10,84	4,98	4,80	5,10	4,90	8,99	4,09	13,49	1,39	2,09	25,22	3,23	433,59	2274,28	295,10	1581,85	1,82	8,26	38,87	3,13	5,66	5,63	29,83	18,68	20,43	22,48	21,42	29,12	18,85	28,40	1,06	2,83	0,80	2,37	2010,00	0,66	1,56	2,02
7944	1	1	8	42,76	46,59	26,19	87,09	99,06	94,10	182,03	25,87	87,06	98,39	94,80	183,19	27,88	18,97	78,75	86,44	10,49	5,08	77,14	78,18	70,26	67,74	96,71	98,46	128,36	133,32	10,71	5,19	5,13	4,95	5,33	8,75	7,83	20,51	4,85	5,45	21,92	2,52	387,85	2215,33	253,68	1544,49	 	6,43	27,63	0,00	4,35	2,13	30,69	17,92	18,12	21,85	24,07	30,06	16,43	28,12	0,99	2,35	0,57	2,09	2010,00	-0,46	1,40	0,58
7944	2	2	8	41,96	46,80	25,46	72,74	100,82	85,17	168,81	25,88	74,37	102,51	86,42	169,37	26,94	18,37	72,46	78,57	13,33	14,29	71,07	73,42	70,88	66,97	89,85	92,50	119,90	124,25	12,50	5,01	4,78	5,11	4,76	9,70	5,98	21,28	1,24	2,89	25,65	3,33	376,73	2020,40	280,86	1541,03	1,93	7,17	43,10	6,94	14,29	9,72	29,41	19,43	20,67	22,99	22,11	28,87	18,83	27,46	1,21	3,12	0,91	2,81	2010,00	-0,46	2,19	1,73
7948	2	1	9	49,58	55,13	25,79	72,00	101,69	85,50	167,33	25,06	69,52	100,67	84,75	166,83	28,00	30,43	59,18	54,55	4,00	13,04	72,57	76,29	70,29	67,21	93,10	97,79	125,55	133,83	20,00	5,00	4,86	5,00	4,97	6,12	3,87	10,00	2,04	2,04	25,46	3,36	331,23	1724,19	288,47	1510,36	2,32	16,00	100,00	0,00	0,00	0,00	29,12	19,19	21,07	22,19	21,19	28,98	19,21	27,67	0,96	2,35	1,09	2,43	2010,00	-0,09	0,86	0,00
7951	2	1	8	44,59	54,31	24,72	71,75	100,67	82,49	170,40	24,34	67,41	98,66	81,31	167,31	27,45	40,00	68,00	60,00	11,76	13,33	70,73	74,00	71,18	68,31	91,78	95,31	124,61	132,06	11,76	5,09	4,75	5,58	5,03	1,96	1,65	4,55	0,00	0,00	24,87	3,20	442,56	2296,78	281,22	1490,11	2,43	3,92	36,36	0,00	0,00	0,00	27,93	20,48	22,69	22,14	19,16	27,93	21,07	28,00	0,86	2,55	1,20	2,40	2010,00	-0,17	4,48	2,04
7954	1	1	7	38,43	52,25	24,94	82,98	95,67	89,82	182,31	29,53	98,33	105,67	107,00	180,50	43,14	75,00	92,16	75,00	1,96	25,00	74,98	81,00	66,96	73,33	94,51	104,00	126,22	144,67	1,96	4,96	5,36	4,57	6,10	11,76	5,03	24,00	4,08	4,08	21,98	2,56	157,60	973,00	155,09	960,44	 	1,96	30,30	0,00	0,00	0,00	28,82	19,68	21,50	22,06	23,65	29,22	17,66	27,60	0,64	1,96	0,25	0,00	2010,00	-0,24	0,00	0,00
